"id","question","sparql","answer","frame"
"10","Qual era la genere di Squadron?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7581901> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","guerra","NPP"
"11","Qual è la genere di Squadron?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7581901> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","guerra","NPP"
"12","Qual era la genere di Grażyna Szapołowska?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q288713> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"13","Qual è la genere di Grażyna Szapołowska?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q288713> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"14","Qual era la genere di Joanna Jędryka?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q959597> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"15","Qual è la genere di Joanna Jędryka?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q959597> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"16","Qual era la genere di Sheridan Smith?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3355676> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","televisione","NPP"
"17","Qual è la genere di Sheridan Smith?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3355676> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","televisione","NPP"
"18","Qual era la genere di Zdzisław Karczewski?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q130415> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"19","Qual è la genere di Zdzisław Karczewski?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q130415> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"20","Qual era la genere di Allyce Beasley?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q467908> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"21","Qual è la genere di Allyce Beasley?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q467908> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"22","Qual era la genere di Jerzy Duszyński?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q2112567> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"23","Qual è la genere di Jerzy Duszyński?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q2112567> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"24","Qual era la genere di Shred Nebula?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3482602> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","videogioco d'azione","NPP"
"25","Qual è la genere di Shred Nebula?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3482602> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","videogioco d'azione","NPP"
"26","Qual era la genere di Helmet for My Pillow?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3784704> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","romanzo","NPP"
"27","Qual è la genere di Helmet for My Pillow?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3784704> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","romanzo","NPP"
"28","Qual era la genere di Bohdan Beniuk?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4083903> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"29","Qual è la genere di Bohdan Beniuk?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4083903> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"30","Qual era la genere di Krystyna Sienkiewicz?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4416181> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"31","Qual è la genere di Krystyna Sienkiewicz?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4416181> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"32","Qual era la genere di Thea Garrett?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q237402> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","musica pop","NPP"
"33","Qual è la genere di Thea Garrett?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q237402> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","musica pop","NPP"
"34","Qual era la genere di Nicolò dell'Abate?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q333563> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","Italia","NPP"
"35","Qual è la genere di Nicolò dell'Abate?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q333563> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","Italia","NPP"
"36","Qual era la genere di Jadwiga Jankowska-Cieślak?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q539908> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"37","Qual è la genere di Jadwiga Jankowska-Cieślak?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q539908> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"38","Qual era la genere di Wacław Kowalski?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3660724> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"39","Qual è la genere di Wacław Kowalski?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3660724> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"40","Qual era la genere di Mobile Suit Gundam SEED Destiny?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q286569> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","tragedia","NPP"
"41","Qual è la genere di Mobile Suit Gundam SEED Destiny?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q286569> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","tragedia","NPP"
"42","Qual era la genere di A Quo Primum?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3602686> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","ebrei","NPP"
"43","Qual è la genere di A Quo Primum?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3602686> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","ebrei","NPP"
"44","Qual era la genere di Vera Sotnikova?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4429859> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"45","Qual è la genere di Vera Sotnikova?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4429859> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"46","Qual era la genere di Omaggio alla Catalogna?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q514694> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","autobiografia","NPP"
"47","Qual è la genere di Omaggio alla Catalogna?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q514694> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","autobiografia","NPP"
"48","Qual era la genere di Małgorzata Pritulak?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q577510> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"49","Qual è la genere di Małgorzata Pritulak?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q577510> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"50","Qual era la genere di Vlasta Fabianová?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q770831> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"51","Qual è la genere di Vlasta Fabianová?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q770831> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"52","Qual era la genere di Bronisław Pawlik?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4341385> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cabaret","NPP"
"53","Qual è la genere di Bronisław Pawlik?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4341385> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cabaret","NPP"
"54","Qual era la genere di Il linguaggio C?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q1137974> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","saggistica","NPP"
"55","Qual è la genere di Il linguaggio C?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q1137974> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","saggistica","NPP"
"56","Qual era la genere di Dorota Zięciowska?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4191472> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"57","Qual è la genere di Dorota Zięciowska?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4191472> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"59","la genere di Tomasz Kot","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q1881915> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"60","la genere di Ultime lettere da Stalingrado","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q1754838> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","guerra","NPP"
"61","la genere di Quell'ultimo ponte","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3622150> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","guerra","NPP"
"62","la genere di Dave Brown","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4096105> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","commedia","NPP"
"63","la genere di Il giocatore occulto","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3794160> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","letteratura del mistero","NPP"
"64","la genere di Squadron","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7581901> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","guerra","NPP"
"65","la genere di Grażyna Szapołowska","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q288713> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"66","la genere di Joanna Jędryka","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q959597> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"67","la genere di Sheridan Smith","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3355676> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","teatro","NPP"
"68","la genere di Zdzisław Karczewski","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q130415> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"69","la genere di Allyce Beasley","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q467908> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"70","la genere di Jerzy Duszyński","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q2112567> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"71","la genere di Shred Nebula","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3482602> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","videogioco d'azione","NPP"
"72","la genere di Helmet for My Pillow","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3784704> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","guerra","NPP"
"73","la genere di Bohdan Beniuk","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4083903> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","televisione","NPP"
"74","la genere di Krystyna Sienkiewicz","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4416181> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cabaret","NPP"
"75","la genere di Thea Garrett","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q237402> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","musica pop","NPP"
"76","la genere di Nicolò dell'Abate","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q333563> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","Italia","NPP"
"77","la genere di Jadwiga Jankowska-Cieślak","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q539908> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"78","la genere di Wacław Kowalski","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3660724> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"79","la genere di Mobile Suit Gundam SEED Destiny","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q286569> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","tragedia","NPP"
"80","la genere di A Quo Primum","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q3602686> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","ebrei","NPP"
"81","la genere di Vera Sotnikova","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4429859> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"82","la genere di Omaggio alla Catalogna","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q514694> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","autobiografia","NPP"
"83","la genere di Małgorzata Pritulak","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q577510> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"84","la genere di Vlasta Fabianová","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q770831> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"85","la genere di Bronisław Pawlik","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4341385> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"86","la genere di Il linguaggio C","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q1137974> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","saggistica","NPP"
"87","la genere di Dorota Zięciowska","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q4191472> <http://www.wikidata.org/prop/direct/P136> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","cinema","NPP"
"89","Qual era la lavoro di Stein Bagger?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q1810367> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","artista della truffa","NPP"
"90","Qual è la lavoro di Stein Bagger?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q1810367> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","artista della truffa","NPP"
"91","Qual era la lavoro di Esther Earl?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q17466735> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","video blog","NPP"
"92","Qual è la lavoro di Esther Earl?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q17466735> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","video blog","NPP"
"93","Qual era la lavoro di Gengshi?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7262> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"94","Qual è la lavoro di Gengshi?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7262> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"95","Qual era la lavoro di Zhao?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7227> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"96","Qual è la lavoro di Zhao?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7227> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"97","Qual era la lavoro di Yuan?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7232> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"98","Qual è la lavoro di Yuan?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7232> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"99","Qual era la lavoro di Imperatore Zhang?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7277> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"100","Qual è la lavoro di Imperatore Zhang?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7277> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"101","Qual era la lavoro di Yuan?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7392> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"102","Qual è la lavoro di Yuan?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7392> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"103","Qual era la lavoro di Ivan IV di Russia?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7996> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"104","Qual è la lavoro di Ivan IV di Russia?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q7996> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"105","Qual era la lavoro di Ai Di?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q9892> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"106","Qual è la lavoro di Ai Di?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q9892> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"107","Qual era la lavoro di Vladimir I di Kiev?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q14974> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
"108","Qual è la lavoro di Vladimir I di Kiev?","SELECT ?label WHERE {    <http://www.wikidata.org/entity/Q14974> <http://www.wikidata.org/prop/direct/P106> ?object.  ?object rdfs:label ?label         FILTER (langMatches( lang(?label), ""IT"" ) )}","monarca","NPP"
