"id","question","sparql","answer","frame"
"19","la nazionalit?  di Balram Jakhar","select  ?o    {    <http://dbpedia.org/resource/Balram_Jakhar> <http://dbpedia.org/ontology/nationality>  ?o    }","Indian nationality law","NPP"
"20","la nazionalit?  di Baltacı Mehmed Pascià","select  ?o    {    <http://dbpedia.org/resource/Baltacı_Mehmet_Pasha> <http://dbpedia.org/ontology/nationality>  ?o    }","Turkish people","NPP"
"21","la nazionalit?  di Baltasar Brum","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Brum> <http://dbpedia.org/ontology/nationality>  ?o    }","Uruguayans","NPP"
"22","la nazionalit?  di Baltasar Garzón","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Garzón> <http://dbpedia.org/ontology/nationality>  ?o    }","Spaniards","NPP"
"23","la nazionalit?  di Balthasar van der Pol","select  ?o    {    <http://dbpedia.org/resource/Balthasar_van_der_Pol> <http://dbpedia.org/ontology/nationality>  ?o    }","Netherlands","NPP"
"24","la nazionalit?  di Balufu Bakupa-Kanyinda","select  ?o    {    <http://dbpedia.org/resource/Balufu_Bakupa-Kanyinda> <http://dbpedia.org/ontology/nationality>  ?o    }","Democratic Republic of the Congo","NPP"
"25","la nazionalit?  di Balázs Kiss (martellista)","select  ?o    {    <http://dbpedia.org/resource/Balázs_Kiss> <http://dbpedia.org/ontology/nationality>  ?o    }","Hungary","NPP"
"26","la nazionalit?  di Balázs Kiss (lottatore)","select  ?o    {    <http://dbpedia.org/resource/Balázs_Kiss_(wrestler)> <http://dbpedia.org/ontology/nationality>  ?o    }","Hungary","NPP"
"27","la nazionalit?  di Balázs Németh","select  ?o    {    <http://dbpedia.org/resource/Balázs_Németh> <http://dbpedia.org/ontology/nationality>  ?o    }","Hungary","NPP"
"29","Qual era la citt?  pi?? grande di Contea di Baltimora?","select  ?o    {    <http://dbpedia.org/resource/Baltimore_County,_Maryland> <http://dbpedia.org/ontology/largestCity>  ?o    }","Dundalk, Maryland","NPP"
"30","Qual è la citt?  pi?? grande di Contea di Baltimora?","select  ?o    {    <http://dbpedia.org/resource/Baltimore_County,_Maryland> <http://dbpedia.org/ontology/largestCity>  ?o    }","Dundalk, Maryland","NPP"
"31","Qual era la citt?  pi?? grande di Bangladesh?","select  ?o    {    <http://dbpedia.org/resource/Bangladesh> <http://dbpedia.org/ontology/largestCity>  ?o    }","Dhaka","NPP"
"32","Qual è la citt?  pi?? grande di Bangladesh?","select  ?o    {    <http://dbpedia.org/resource/Bangladesh> <http://dbpedia.org/ontology/largestCity>  ?o    }","Dhaka","NPP"
"33","Qual era la citt?  pi?? grande di Contea di Barber?","select  ?o    {    <http://dbpedia.org/resource/Barber_County,_Kansas> <http://dbpedia.org/ontology/largestCity>  ?o    }","Medicine Lodge, Kansas","NPP"
"34","Qual è la citt?  pi?? grande di Contea di Barber?","select  ?o    {    <http://dbpedia.org/resource/Barber_County,_Kansas> <http://dbpedia.org/ontology/largestCity>  ?o    }","Medicine Lodge, Kansas","NPP"
"35","Qual era la citt?  pi?? grande di Contea di Barton Kansas?","select  ?o    {    <http://dbpedia.org/resource/Barton_County,_Kansas> <http://dbpedia.org/ontology/largestCity>  ?o    }","Great Bend, Kansas","NPP"
"36","Qual è la citt?  pi?? grande di Contea di Barton Kansas?","select  ?o    {    <http://dbpedia.org/resource/Barton_County,_Kansas> <http://dbpedia.org/ontology/largestCity>  ?o    }","Great Bend, Kansas","NPP"
"37","Qual era la citt?  pi?? grande di Contea di Bartow?","select  ?o    {    <http://dbpedia.org/resource/Bartow_County,_Georgia> <http://dbpedia.org/ontology/largestCity>  ?o    }","Cartersville, Georgia","NPP"
"38","Qual è la citt?  pi?? grande di Contea di Bartow?","select  ?o    {    <http://dbpedia.org/resource/Bartow_County,_Georgia> <http://dbpedia.org/ontology/largestCity>  ?o    }","Cartersville, Georgia","NPP"
"39","Qual era la citt?  pi?? grande di Contea di Bastrop?","select  ?o    {    <http://dbpedia.org/resource/Bastrop_County,_Texas> <http://dbpedia.org/ontology/largestCity>  ?o    }","Elgin, Texas","NPP"
"40","Qual è la citt?  pi?? grande di Contea di Bastrop?","select  ?o    {    <http://dbpedia.org/resource/Bastrop_County,_Texas> <http://dbpedia.org/ontology/largestCity>  ?o    }","Elgin, Texas","NPP"
"41","Qual era la citt?  pi?? grande di Center contea di Beaver Pennsylvania?","select  ?o    {    <http://dbpedia.org/resource/Beaver_County,_Oklahoma> <http://dbpedia.org/ontology/largestCity>  ?o    }","Beaver, Oklahoma","NPP"
"42","Qual è la citt?  pi?? grande di Center contea di Beaver Pennsylvania?","select  ?o    {    <http://dbpedia.org/resource/Beaver_County,_Oklahoma> <http://dbpedia.org/ontology/largestCity>  ?o    }","Beaver, Oklahoma","NPP"
"43","Qual era la citt?  pi?? grande di Contea di Beaver Pennsylvania?","select  ?o    {    <http://dbpedia.org/resource/Beaver_County,_Oklahoma> <http://dbpedia.org/ontology/largestCity>  ?o    }","Beaver, Oklahoma","NPP"
"44","Qual è la citt?  pi?? grande di Contea di Beaver Pennsylvania?","select  ?o    {    <http://dbpedia.org/resource/Beaver_County,_Oklahoma> <http://dbpedia.org/ontology/largestCity>  ?o    }","Beaver, Oklahoma","NPP"
"45","Qual era la citt?  pi?? grande di Contea di Beaver Oklahoma?","select  ?o    {    <http://dbpedia.org/resource/Beaver_County,_Oklahoma> <http://dbpedia.org/ontology/largestCity>  ?o    }","Beaver, Oklahoma","NPP"
"46","Qual è la citt?  pi?? grande di Contea di Beaver Oklahoma?","select  ?o    {    <http://dbpedia.org/resource/Beaver_County,_Oklahoma> <http://dbpedia.org/ontology/largestCity>  ?o    }","Beaver, Oklahoma","NPP"
"48","la citt?  pi?? grande di Contea di Baltimora","select  ?o    {    <http://dbpedia.org/resource/Baltimore_County,_Maryland> <http://dbpedia.org/ontology/largestCity>  ?o    }","Dundalk, Maryland","NPP"
"49","la citt?  pi?? grande di Bangladesh","select  ?o    {    <http://dbpedia.org/resource/Bangladesh> <http://dbpedia.org/ontology/largestCity>  ?o    }","Dhaka","NPP"
"50","la citt?  pi?? grande di Contea di Barber","select  ?o    {    <http://dbpedia.org/resource/Barber_County,_Kansas> <http://dbpedia.org/ontology/largestCity>  ?o    }","Medicine Lodge, Kansas","NPP"
"51","la citt?  pi?? grande di Contea di Barton (Kansas)","select  ?o    {    <http://dbpedia.org/resource/Barton_County,_Kansas> <http://dbpedia.org/ontology/largestCity>  ?o    }","Great Bend, Kansas","NPP"
"52","la citt?  pi?? grande di Contea di Bartow","select  ?o    {    <http://dbpedia.org/resource/Bartow_County,_Georgia> <http://dbpedia.org/ontology/largestCity>  ?o    }","Cartersville, Georgia","NPP"
"53","la citt?  pi?? grande di Contea di Bastrop","select  ?o    {    <http://dbpedia.org/resource/Bastrop_County,_Texas> <http://dbpedia.org/ontology/largestCity>  ?o    }","Elgin, Texas","NPP"
"54","la citt?  pi?? grande di Center (contea di Beaver Pennsylvania)","select  ?o    {    <http://dbpedia.org/resource/Beaver_County,_Oklahoma> <http://dbpedia.org/ontology/largestCity>  ?o    }","Beaver, Oklahoma","NPP"
"55","la citt?  pi?? grande di Contea di Beaver (Pennsylvania)","select  ?o    {    <http://dbpedia.org/resource/Beaver_County,_Oklahoma> <http://dbpedia.org/ontology/largestCity>  ?o    }","Beaver, Oklahoma","NPP"
"56","la citt?  pi?? grande di Contea di Beaver (Oklahoma)","select  ?o    {    <http://dbpedia.org/resource/Beaver_County,_Oklahoma> <http://dbpedia.org/ontology/largestCity>  ?o    }","Beaver, Oklahoma","NPP"
"58","Qual era la partito di Balraj Sahni?","select  ?o    {    <http://dbpedia.org/resource/Balraj_Sahni> <http://dbpedia.org/ontology/party>  ?o    }","Communist Party of India","NPP"
"59","Qual è la partito di Balraj Sahni?","select  ?o    {    <http://dbpedia.org/resource/Balraj_Sahni> <http://dbpedia.org/ontology/party>  ?o    }","Communist Party of India","NPP"
"60","Qual era la partito di Balram Jakhar?","select  ?o    {    <http://dbpedia.org/resource/Balram_Jakhar> <http://dbpedia.org/ontology/party>  ?o    }","Indian National Congress","NPP"
"61","Qual è la partito di Balram Jakhar?","select  ?o    {    <http://dbpedia.org/resource/Balram_Jakhar> <http://dbpedia.org/ontology/party>  ?o    }","Indian National Congress","NPP"
"62","Qual era la partito di Baltasar Brum?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Brum> <http://dbpedia.org/ontology/party>  ?o    }","Colorado Party (Uruguay)","NPP"
"63","Qual è la partito di Baltasar Brum?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Brum> <http://dbpedia.org/ontology/party>  ?o    }","Colorado Party (Uruguay)","NPP"
"64","Qual era la partito di Baltasar Hidalgo de Cisneros?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Hidalgo_de_Cisneros> <http://dbpedia.org/ontology/party>  ?o    }","Royalist (Spanish American independence)","NPP"
"65","Qual è la partito di Baltasar Hidalgo de Cisneros?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Hidalgo_de_Cisneros> <http://dbpedia.org/ontology/party>  ?o    }","Royalist (Spanish American independence)","NPP"
"66","Qual era la partito di Bamir Topi?","select  ?o    {    <http://dbpedia.org/resource/Bamir_Topi> <http://dbpedia.org/ontology/party>  ?o    }","New Democratic Spirit","NPP"
"67","Qual è la partito di Bamir Topi?","select  ?o    {    <http://dbpedia.org/resource/Bamir_Topi> <http://dbpedia.org/ontology/party>  ?o    }","New Democratic Spirit","NPP"
"68","Qual era la partito di Ban Ki-moon?","select  ?o    {    <http://dbpedia.org/resource/Ban_Ki-moon> <http://dbpedia.org/ontology/party>  ?o    }","Independent politician","NPP"
"69","Qual è la partito di Ban Ki-moon?","select  ?o    {    <http://dbpedia.org/resource/Ban_Ki-moon> <http://dbpedia.org/ontology/party>  ?o    }","Independent politician","NPP"
"70","Qual era la partito di Banharn Silpa-archa?","select  ?o    {    <http://dbpedia.org/resource/Banharn_Silpa-archa> <http://dbpedia.org/ontology/party>  ?o    }","Thai Nation Party","NPP"
"71","Qual è la partito di Banharn Silpa-archa?","select  ?o    {    <http://dbpedia.org/resource/Banharn_Silpa-archa> <http://dbpedia.org/ontology/party>  ?o    }","Thai Nation Party","NPP"
"72","Qual era la partito di Bao Tong?","select  ?o    {    <http://dbpedia.org/resource/Bao_Tong> <http://dbpedia.org/ontology/party>  ?o    }","Chinese Communist Party","NPP"
"73","Qual è la partito di Bao Tong?","select  ?o    {    <http://dbpedia.org/resource/Bao_Tong> <http://dbpedia.org/ontology/party>  ?o    }","Chinese Communist Party","NPP"
"74","Qual era la partito di Barack Obama?","select  ?o    {    <http://dbpedia.org/resource/Barack_Obama> <http://dbpedia.org/ontology/party>  ?o    }","Democratic Party (United States)","NPP"
"75","Qual è la partito di Barack Obama?","select  ?o    {    <http://dbpedia.org/resource/Barack_Obama> <http://dbpedia.org/ontology/party>  ?o    }","Democratic Party (United States)","NPP"
"77","la partito di Balraj Sahni","select  ?o    {    <http://dbpedia.org/resource/Balraj_Sahni> <http://dbpedia.org/ontology/party>  ?o    }","Communist Party of India","NPP"
"78","la partito di Balram Jakhar","select  ?o    {    <http://dbpedia.org/resource/Balram_Jakhar> <http://dbpedia.org/ontology/party>  ?o    }","Indian National Congress","NPP"
"79","la partito di Baltasar Brum","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Brum> <http://dbpedia.org/ontology/party>  ?o    }","Colorado Party (Uruguay)","NPP"
"80","la partito di Baltasar Hidalgo de Cisneros","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Hidalgo_de_Cisneros> <http://dbpedia.org/ontology/party>  ?o    }","Royalist (Spanish American independence)","NPP"
"81","la partito di Bamir Topi","select  ?o    {    <http://dbpedia.org/resource/Bamir_Topi> <http://dbpedia.org/ontology/party>  ?o    }","New Democratic Spirit","NPP"
"82","la partito di Ban Ki-moon","select  ?o    {    <http://dbpedia.org/resource/Ban_Ki-moon> <http://dbpedia.org/ontology/party>  ?o    }","Independent politician","NPP"
"83","la partito di Banharn Silpa-archa","select  ?o    {    <http://dbpedia.org/resource/Banharn_Silpa-archa> <http://dbpedia.org/ontology/party>  ?o    }","Thai Nation Party","NPP"
"84","la partito di Bao Tong","select  ?o    {    <http://dbpedia.org/resource/Bao_Tong> <http://dbpedia.org/ontology/party>  ?o    }","Chinese Communist Party","NPP"
"85","la partito di Barack Obama","select  ?o    {    <http://dbpedia.org/resource/Barack_Obama> <http://dbpedia.org/ontology/party>  ?o    }","Democratic Party (United States)","NPP"
"87","Qual era la anno di nascita di Balraj Sahni?","select  ?o    {    <http://dbpedia.org/resource/Balraj_Sahni> <http://dbpedia.org/ontology/birthYear>  ?o    }","1913","NPP"
"88","Qual è la anno di nascita di Balraj Sahni?","select  ?o    {    <http://dbpedia.org/resource/Balraj_Sahni> <http://dbpedia.org/ontology/birthYear>  ?o    }","1913","NPP"
"89","Qual era la anno di nascita di Baltasar Gracián?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Gracián> <http://dbpedia.org/ontology/birthYear>  ?o    }","1601","NPP"
"90","Qual è la anno di nascita di Baltasar Gracián?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Gracián> <http://dbpedia.org/ontology/birthYear>  ?o    }","1601","NPP"
"91","Qual era la anno di nascita di Baltasar Kormákur?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Kormákur> <http://dbpedia.org/ontology/birthYear>  ?o    }","1966","NPP"
"92","Qual è la anno di nascita di Baltasar Kormákur?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Kormákur> <http://dbpedia.org/ontology/birthYear>  ?o    }","1966","NPP"
"93","Qual era la anno di nascita di Baltasar Lopes da Silva?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Lopes_da_Silva> <http://dbpedia.org/ontology/birthYear>  ?o    }","1907","NPP"
"94","Qual è la anno di nascita di Baltasar Lopes da Silva?","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Lopes_da_Silva> <http://dbpedia.org/ontology/birthYear>  ?o    }","1907","NPP"
"95","Qual era la anno di nascita di Baltazar Mathias Keilhau?","select  ?o    {    <http://dbpedia.org/resource/Baltazar_Mathias_Keilhau> <http://dbpedia.org/ontology/birthYear>  ?o    }","1797","NPP"
"96","Qual è la anno di nascita di Baltazar Mathias Keilhau?","select  ?o    {    <http://dbpedia.org/resource/Baltazar_Mathias_Keilhau> <http://dbpedia.org/ontology/birthYear>  ?o    }","1797","NPP"
"97","Qual era la anno di nascita di Balthazar Getty?","select  ?o    {    <http://dbpedia.org/resource/Balthazar_Getty> <http://dbpedia.org/ontology/birthYear>  ?o    }","1975","NPP"
"98","Qual è la anno di nascita di Balthazar Getty?","select  ?o    {    <http://dbpedia.org/resource/Balthazar_Getty> <http://dbpedia.org/ontology/birthYear>  ?o    }","1975","NPP"
"99","Qual era la anno di nascita di Batilde regina di Neustria?","select  ?o    {    <http://dbpedia.org/resource/Balthild> <http://dbpedia.org/ontology/birthYear>  ?o    }","0626","NPP"
"100","Qual è la anno di nascita di Batilde regina di Neustria?","select  ?o    {    <http://dbpedia.org/resource/Balthild> <http://dbpedia.org/ontology/birthYear>  ?o    }","0626","NPP"
"101","Qual era la anno di nascita di Balu Mahendra?","select  ?o    {    <http://dbpedia.org/resource/Balu_Mahendra> <http://dbpedia.org/ontology/birthYear>  ?o    }","1939","NPP"
"102","Qual è la anno di nascita di Balu Mahendra?","select  ?o    {    <http://dbpedia.org/resource/Balu_Mahendra> <http://dbpedia.org/ontology/birthYear>  ?o    }","1939","NPP"
"103","Qual era la anno di nascita di Balufu Bakupa-Kanyinda?","select  ?o    {    <http://dbpedia.org/resource/Balufu_Bakupa-Kanyinda> <http://dbpedia.org/ontology/birthYear>  ?o    }","1957","NPP"
"104","Qual è la anno di nascita di Balufu Bakupa-Kanyinda?","select  ?o    {    <http://dbpedia.org/resource/Balufu_Bakupa-Kanyinda> <http://dbpedia.org/ontology/birthYear>  ?o    }","1957","NPP"
"106","la anno di nascita di Balraj Sahni","select  ?o    {    <http://dbpedia.org/resource/Balraj_Sahni> <http://dbpedia.org/ontology/birthYear>  ?o    }","1913","NPP"
"107","la anno di nascita di Baltasar Gracián","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Gracián> <http://dbpedia.org/ontology/birthYear>  ?o    }","1601","NPP"
"108","la anno di nascita di Baltasar Kormákur","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Kormákur> <http://dbpedia.org/ontology/birthYear>  ?o    }","1966","NPP"
"109","la anno di nascita di Baltasar Lopes da Silva","select  ?o    {    <http://dbpedia.org/resource/Baltasar_Lopes_da_Silva> <http://dbpedia.org/ontology/birthYear>  ?o    }","1907","NPP"
"110","la anno di nascita di Baltazar Mathias Keilhau","select  ?o    {    <http://dbpedia.org/resource/Baltazar_Mathias_Keilhau> <http://dbpedia.org/ontology/birthYear>  ?o    }","1797","NPP"
"111","la anno di nascita di Balthazar Getty","select  ?o    {    <http://dbpedia.org/resource/Balthazar_Getty> <http://dbpedia.org/ontology/birthYear>  ?o    }","1975","NPP"
"112","la anno di nascita di Batilde (regina di Neustria)","select  ?o    {    <http://dbpedia.org/resource/Balthild> <http://dbpedia.org/ontology/birthYear>  ?o    }","0626","NPP"
"113","la anno di nascita di Balu Mahendra","select  ?o    {    <http://dbpedia.org/resource/Balu_Mahendra> <http://dbpedia.org/ontology/birthYear>  ?o    }","1939","NPP"
"114","la anno di nascita di Balufu Bakupa-Kanyinda","select  ?o    {    <http://dbpedia.org/resource/Balufu_Bakupa-Kanyinda> <http://dbpedia.org/ontology/birthYear>  ?o    }","1957","NPP"
"116","Qual era la conduttore di Bambi premio?","select  ?o    {    <http://dbpedia.org/resource/Bambi_Award> <http://dbpedia.org/ontology/presenter>  ?o    }","Hubert Burda Media","NPP"
"117","Qual è la conduttore di Bambi premio?","select  ?o    {    <http://dbpedia.org/resource/Bambi_Award> <http://dbpedia.org/ontology/presenter>  ?o    }","Hubert Burda Media","NPP"
"118","Qual era la conduttore di Distintivo per la repressione della guerriglia partigiana?","select  ?o    {    <http://dbpedia.org/resource/Bandit-warfare_Badge> <http://dbpedia.org/ontology/presenter>  ?o    }","Nazi Germany","NPP"
"119","Qual è la conduttore di Distintivo per la repressione della guerriglia partigiana?","select  ?o    {    <http://dbpedia.org/resource/Bandit-warfare_Badge> <http://dbpedia.org/ontology/presenter>  ?o    }","Nazi Germany","NPP"
"120","Qual era la conduttore di Medaglia d'Onore Belisario Domínguez?","select  ?o    {    <http://dbpedia.org/resource/Belisario_Domínguez_Medal_of_Honor> <http://dbpedia.org/ontology/presenter>  ?o    }","Mexico","NPP"
"121","Qual è la conduttore di Medaglia d'Onore Belisario Domínguez?","select  ?o    {    <http://dbpedia.org/resource/Belisario_Domínguez_Medal_of_Honor> <http://dbpedia.org/ontology/presenter>  ?o    }","Mexico","NPP"
"122","Qual era la conduttore di Belfagor ovvero Il fantasma del Louvre?","select  ?o    {    <http://dbpedia.org/resource/Belphegor,_or_Phantom_of_the_Louvre_(1965_miniseries)> <http://dbpedia.org/ontology/presenter>  ?o    }","Jean Topart","NPP"
"123","Qual è la conduttore di Belfagor ovvero Il fantasma del Louvre?","select  ?o    {    <http://dbpedia.org/resource/Belphegor,_or_Phantom_of_the_Louvre_(1965_miniseries)> <http://dbpedia.org/ontology/presenter>  ?o    }","Jean Topart","NPP"
"124","Qual era la conduttore di Daytime Emmy Awards 1976?","select  ?o    {    <http://dbpedia.org/resource/3rd_Daytime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","National Academy of Television Arts and Sciences","NPP"
"125","Qual è la conduttore di Daytime Emmy Awards 1976?","select  ?o    {    <http://dbpedia.org/resource/3rd_Daytime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","National Academy of Television Arts and Sciences","NPP"
"126","Qual era la conduttore di European Film Awards 1990?","select  ?o    {    <http://dbpedia.org/resource/3rd_European_Film_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","European Film Academy","NPP"
"127","Qual è la conduttore di European Film Awards 1990?","select  ?o    {    <http://dbpedia.org/resource/3rd_European_Film_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","European Film Academy","NPP"
"128","Qual era la conduttore di Premi Emmy 1951?","select  ?o    {    <http://dbpedia.org/resource/3rd_Primetime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","Academy of Television Arts & Sciences","NPP"
"129","Qual è la conduttore di Premi Emmy 1951?","select  ?o    {    <http://dbpedia.org/resource/3rd_Primetime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","Academy of Television Arts & Sciences","NPP"
"130","Qual era la conduttore di Premi Emmy 1991?","select  ?o    {    <http://dbpedia.org/resource/43rd_Primetime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","Academy of Television Arts & Sciences","NPP"
"131","Qual è la conduttore di Premi Emmy 1991?","select  ?o    {    <http://dbpedia.org/resource/43rd_Primetime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","Academy of Television Arts & Sciences","NPP"
"132","Qual era la conduttore di Premi Emmy 1992?","select  ?o    {    <http://dbpedia.org/resource/44th_Primetime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","Academy of Television Arts & Sciences","NPP"
"133","Qual è la conduttore di Premi Emmy 1992?","select  ?o    {    <http://dbpedia.org/resource/44th_Primetime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","Academy of Television Arts & Sciences","NPP"
"135","la conduttore di Bambi (premio)","select  ?o    {    <http://dbpedia.org/resource/Bambi_Award> <http://dbpedia.org/ontology/presenter>  ?o    }","Hubert Burda Media","NPP"
"136","la conduttore di Distintivo per la repressione della guerriglia partigiana","select  ?o    {    <http://dbpedia.org/resource/Bandit-warfare_Badge> <http://dbpedia.org/ontology/presenter>  ?o    }","Nazi Germany","NPP"
"137","la conduttore di Medaglia d'Onore Belisario Domínguez","select  ?o    {    <http://dbpedia.org/resource/Belisario_Domínguez_Medal_of_Honor> <http://dbpedia.org/ontology/presenter>  ?o    }","Mexico","NPP"
"138","la conduttore di Belfagor ovvero Il fantasma del Louvre","select  ?o    {    <http://dbpedia.org/resource/Belphegor,_or_Phantom_of_the_Louvre_(1965_miniseries)> <http://dbpedia.org/ontology/presenter>  ?o    }","Jean Topart","NPP"
"139","la conduttore di Daytime Emmy Awards 1976","select  ?o    {    <http://dbpedia.org/resource/3rd_Daytime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","National Academy of Television Arts and Sciences","NPP"
"140","la conduttore di European Film Awards 1990","select  ?o    {    <http://dbpedia.org/resource/3rd_European_Film_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","European Film Academy","NPP"
"141","la conduttore di Premi Emmy 1951","select  ?o    {    <http://dbpedia.org/resource/3rd_Primetime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","Academy of Television Arts & Sciences","NPP"
"142","la conduttore di Premi Emmy 1991","select  ?o    {    <http://dbpedia.org/resource/43rd_Primetime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","Academy of Television Arts & Sciences","NPP"
"143","la conduttore di Premi Emmy 1992","select  ?o    {    <http://dbpedia.org/resource/44th_Primetime_Emmy_Awards> <http://dbpedia.org/ontology/presenter>  ?o    }","Academy of Television Arts & Sciences","NPP"
"145","Qual era la sviluppatore di Band Hero?","select  ?o    {    <http://dbpedia.org/resource/Band_Hero> <http://dbpedia.org/ontology/developer>  ?o    }","Neversoft","NPP"
"146","Qual è la sviluppatore di Band Hero?","select  ?o    {    <http://dbpedia.org/resource/Band_Hero> <http://dbpedia.org/ontology/developer>  ?o    }","Neversoft","NPP"
"147","Qual era la sviluppatore di Bangai-O?","select  ?o    {    <http://dbpedia.org/resource/Bangai-O> <http://dbpedia.org/ontology/developer>  ?o    }","Treasure (company)","NPP"
"148","Qual è la sviluppatore di Bangai-O?","select  ?o    {    <http://dbpedia.org/resource/Bangai-O> <http://dbpedia.org/ontology/developer>  ?o    }","Treasure (company)","NPP"
