id,question,sparql,answer_rdf,answer,frame
35,Quale persona ha dipinto il Barrel of a Gun,select  ?o    {    <http://dbpedia.org/resource/Barrel_of_a_Gun_(Depeche_Mode_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Depeche_Mode,Depeche Mode,VP
36,Chi ha dipinto il Barricade singolo,select  ?o    {    <http://dbpedia.org/resource/Barricade_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Interpol_(band),Interpol (gruppo musicale),VP
37,Quale persona ha dipinto il Barricade singolo,select  ?o    {    <http://dbpedia.org/resource/Barricade_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Interpol_(band),Interpol (gruppo musicale),VP
38,Chi ha dipinto il Bartender T-Pain,select  ?o    {    <http://dbpedia.org/resource/Bartender_(T-Pain_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/T-Pain,T-Pain,VP
39,Quale persona ha dipinto il Bartender T-Pain,select  ?o    {    <http://dbpedia.org/resource/Bartender_(T-Pain_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/T-Pain,T-Pain,VP
40,Chi ha dipinto il Basket Case singolo,select  ?o    {    <http://dbpedia.org/resource/Basket_Case_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Green_Day,Green Day,VP
41,Quale persona ha dipinto il Basket Case singolo,select  ?o    {    <http://dbpedia.org/resource/Basket_Case_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Green_Day,Green Day,VP
42,Chi ha dipinto il Bass Down Low,select  ?o    {    <http://dbpedia.org/resource/Bass_Down_Low> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Dev_(singer),Dev (cantante),VP
43,Quale persona ha dipinto il Bass Down Low,select  ?o    {    <http://dbpedia.org/resource/Bass_Down_Low> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Dev_(singer),Dev (cantante),VP
44,Chi ha dipinto il Bastava,select  ?o    {    <http://dbpedia.org/resource/Bastava> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Laura_Pausini,Laura Pausini,VP
45,Quale persona ha dipinto il Bastava,select  ?o    {    <http://dbpedia.org/resource/Bastava> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Laura_Pausini,Laura Pausini,VP
46,Chi ha dipinto il Bat Country,select  ?o    {    <http://dbpedia.org/resource/Bat_Country> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Avenged_Sevenfold,Avenged Sevenfold,VP
47,Quale persona ha dipinto il Bat Country,select  ?o    {    <http://dbpedia.org/resource/Bat_Country> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Avenged_Sevenfold,Avenged Sevenfold,VP
48,Chi ha dipinto il Bathwater,select  ?o    {    <http://dbpedia.org/resource/Bathwater_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/No_Doubt,No Doubt,VP
49,Quale persona ha dipinto il Bathwater,select  ?o    {    <http://dbpedia.org/resource/Bathwater_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/No_Doubt,No Doubt,VP
50,Chi ha dipinto il Batter Up,select  ?o    {    <http://dbpedia.org/resource/Batter_Up> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Nelly,Nelly,VP
51,Quale persona ha dipinto il Batter Up,select  ?o    {    <http://dbpedia.org/resource/Batter_Up> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Nelly,Nelly,VP
52,Chi ha dipinto il Battlefield singolo,select  ?o    {    <http://dbpedia.org/resource/Battlefield_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Jordin_Sparks,Jordin Sparks,VP
53,Quale persona ha dipinto il Battlefield singolo,select  ?o    {    <http://dbpedia.org/resource/Battlefield_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Jordin_Sparks,Jordin Sparks,VP
54,Chi ha dipinto il Be-Bop-A-Lula,select  ?o    {    <http://dbpedia.org/resource/Be-Bop-a-Lula> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Gene_Vincent,Gene Vincent,VP
55,Quale persona ha dipinto il Be-Bop-A-Lula,select  ?o    {    <http://dbpedia.org/resource/Be-Bop-a-Lula> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Gene_Vincent,Gene Vincent,VP
56,Chi ha dipinto il Be Good to Me,select  ?o    {    <http://dbpedia.org/resource/Be_Good_to_Me> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Ashley_Tisdale,Ashley Tisdale,VP
57,Quale persona ha dipinto il Be Good to Me,select  ?o    {    <http://dbpedia.org/resource/Be_Good_to_Me> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Ashley_Tisdale,Ashley Tisdale,VP
58,Chi ha dipinto il Be My Baby,select  ?o    {    <http://dbpedia.org/resource/Be_My_Baby> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/The_Ronettes,The Ronettes,VP
59,Quale persona ha dipinto il Be My Baby,select  ?o    {    <http://dbpedia.org/resource/Be_My_Baby> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/The_Ronettes,The Ronettes,VP
60,Chi ha dipinto il Be My Guest,select  ?o    {    <http://dbpedia.org/resource/Be_My_Guest_(Gaitana_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Gaitana_(singer),Gaitana,VP
61,Quale persona ha dipinto il Be My Guest,select  ?o    {    <http://dbpedia.org/resource/Be_My_Guest_(Gaitana_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Gaitana_(singer),Gaitana,VP
62,Chi ha dipinto il Be My Last,select  ?o    {    <http://dbpedia.org/resource/Be_My_Last> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Utada_Hikaru,Utada Hikaru,VP
63,Quale persona ha dipinto il Be My Last,select  ?o    {    <http://dbpedia.org/resource/Be_My_Last> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Utada_Hikaru,Utada Hikaru,VP
64,Chi ha dipinto il Be My Lover La Bouche,select  ?o    {    <http://dbpedia.org/resource/Be_My_Lover_(La_Bouche_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/La_Bouche,La Bouche,VP
65,Quale persona ha dipinto il Be My Lover La Bouche,select  ?o    {    <http://dbpedia.org/resource/Be_My_Lover_(La_Bouche_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/La_Bouche,La Bouche,VP
66,Chi ha dipinto il Be My Valentine! Anti-Crisis Girl,select  ?o    {    <http://dbpedia.org/resource/Be_My_Valentine!_(Anti-Crisis_Girl)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Svetlana_Loboda,Svitlana Loboda,VP
67,Quale persona ha dipinto il Be My Valentine! Anti-Crisis Girl,select  ?o    {    <http://dbpedia.org/resource/Be_My_Valentine!_(Anti-Crisis_Girl)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Svetlana_Loboda,Svitlana Loboda,VP
68,Chi ha dipinto il Be My Wife,select  ?o    {    <http://dbpedia.org/resource/Be_My_Wife> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/David_Bowie,David Bowie,VP
69,Quale persona ha dipinto il Be My Wife,select  ?o    {    <http://dbpedia.org/resource/Be_My_Wife> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/David_Bowie,David Bowie,VP
70,Chi ha dipinto il Be Quick or Be Dead,select  ?o    {    <http://dbpedia.org/resource/Be_Quick_or_Be_Dead> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Iron_Maiden,Iron Maiden (gruppo musicale anni 1960),VP
71,Quale persona ha dipinto il Be Quick or Be Dead,select  ?o    {    <http://dbpedia.org/resource/Be_Quick_or_Be_Dead> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Iron_Maiden,Iron Maiden (gruppo musicale anni 1960),VP
72,Chi ha dipinto il Be Quiet and Drive Far Away,select  ?o    {    <http://dbpedia.org/resource/Be_Quiet_and_Drive_(Far_Away)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Deftones,Deftones,VP
73,Quale persona ha dipinto il Be Quiet and Drive Far Away,select  ?o    {    <http://dbpedia.org/resource/Be_Quiet_and_Drive_(Far_Away)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Deftones,Deftones,VP
74,Chi ha dipinto il Be Still My Beating Heart,select  ?o    {    <http://dbpedia.org/resource/Be_Still_My_Beating_Heart> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Sting_(musician),Sting,VP
75,Quale persona ha dipinto il Be Still My Beating Heart,select  ?o    {    <http://dbpedia.org/resource/Be_Still_My_Beating_Heart> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Sting_(musician),Sting,VP
76,Chi ha dipinto il Be Strong,select  ?o    {    <http://dbpedia.org/resource/Be_Strong_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Delta_Goodrem,Delta Goodrem,VP
77,Quale persona ha dipinto il Be Strong,select  ?o    {    <http://dbpedia.org/resource/Be_Strong_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Delta_Goodrem,Delta Goodrem,VP
78,Chi ha dipinto il Be True to Your School,select  ?o    {    <http://dbpedia.org/resource/Be_True_to_Your_School> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/The_Beach_Boys,The Beach Boys,VP
79,Quale persona ha dipinto il Be True to Your School,select  ?o    {    <http://dbpedia.org/resource/Be_True_to_Your_School> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/The_Beach_Boys,The Beach Boys,VP
80,Chi ha dipinto il Be Without You,select  ?o    {    <http://dbpedia.org/resource/Be_Without_You> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Mary_J._Blige,Mary J. Blige,VP
81,Quale persona ha dipinto il Be Without You,select  ?o    {    <http://dbpedia.org/resource/Be_Without_You> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Mary_J._Blige,Mary J. Blige,VP
82,Chi ha dipinto il Be Yourself Audioslave,select  ?o    {    <http://dbpedia.org/resource/Be_Yourself_(Audioslave_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Audioslave,Audioslave,VP
83,Quale persona ha dipinto il Be Yourself Audioslave,select  ?o    {    <http://dbpedia.org/resource/Be_Yourself_(Audioslave_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Audioslave,Audioslave,VP
84,Chi ha dipinto il Be a Man,select  ?o    {    <http://dbpedia.org/resource/Be_a_Man_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Hole_(band),Hole (gruppo musicale),VP
85,Quale persona ha dipinto il Be a Man,select  ?o    {    <http://dbpedia.org/resource/Be_a_Man_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Hole_(band),Hole (gruppo musicale),VP
86,Chi ha dipinto il Be on You,select  ?o    {    <http://dbpedia.org/resource/Be_on_You> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Flo_Rida,Flo Rida,VP
87,Quale persona ha dipinto il Be on You,select  ?o    {    <http://dbpedia.org/resource/Be_on_You> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Flo_Rida,Flo Rida,VP
88,Chi ha dipinto il Be the Man,select  ?o    {    <http://dbpedia.org/resource/Be_the_Man> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Celine_Dion,Céline Dion,VP
89,Quale persona ha dipinto il Be the Man,select  ?o    {    <http://dbpedia.org/resource/Be_the_Man> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Celine_Dion,Céline Dion,VP
90,Chi ha dipinto il Be the One BoA,select  ?o    {    <http://dbpedia.org/resource/Be_the_One_(BoA_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/BoA,BoA,VP
91,Quale persona ha dipinto il Be the One BoA,select  ?o    {    <http://dbpedia.org/resource/Be_the_One_(BoA_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/BoA,BoA,VP
92,Chi ha dipinto il Be with You.,select  ?o    {    <http://dbpedia.org/resource/Be_with_You_(BoA_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/BoA,BoA,VP
93,Quale persona ha dipinto il Be with You.,select  ?o    {    <http://dbpedia.org/resource/Be_with_You_(BoA_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/BoA,BoA,VP
94,Chi ha dipinto il Be with You Enrique Iglesias,select  ?o    {    <http://dbpedia.org/resource/Be_with_You_(Enrique_Iglesias_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Enrique_Iglesias,Enrique Iglesias,VP
95,Quale persona ha dipinto il Be with You Enrique Iglesias,select  ?o    {    <http://dbpedia.org/resource/Be_with_You_(Enrique_Iglesias_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Enrique_Iglesias,Enrique Iglesias,VP
96,Chi ha dipinto il Be with You The Bangles,select  ?o    {    <http://dbpedia.org/resource/Be_with_You_(The_Bangles_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/The_Bangles,The Bangles,VP
97,Quale persona ha dipinto il Be with You The Bangles,select  ?o    {    <http://dbpedia.org/resource/Be_with_You_(The_Bangles_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/The_Bangles,The Bangles,VP
98,Chi ha dipinto il Beast and the Harlot,select  ?o    {    <http://dbpedia.org/resource/Beast_and_the_Harlot> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Avenged_Sevenfold,Avenged Sevenfold,VP
99,Quale persona ha dipinto il Beast and the Harlot,select  ?o    {    <http://dbpedia.org/resource/Beast_and_the_Harlot> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Avenged_Sevenfold,Avenged Sevenfold,VP
100,Chi ha dipinto il Beast of Burden,select  ?o    {    <http://dbpedia.org/resource/Beast_of_Burden_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Bette_Midler,Bette Midler,VP
101,Quale persona ha dipinto il Beast of Burden,select  ?o    {    <http://dbpedia.org/resource/Beast_of_Burden_(song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Bette_Midler,Bette Midler,VP
102,Chi ha dipinto il Beat It,select  ?o    {    <http://dbpedia.org/resource/Beat_It> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Michael_Jackson,Michael Jackson,VP
103,Quale persona ha dipinto il Beat It,select  ?o    {    <http://dbpedia.org/resource/Beat_It> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Michael_Jackson,Michael Jackson,VP
104,Chi ha dipinto il Beat of My Drum,select  ?o    {    <http://dbpedia.org/resource/Beat_of_My_Drum> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Nicola_Roberts,Nicola Roberts,VP
105,Quale persona ha dipinto il Beat of My Drum,select  ?o    {    <http://dbpedia.org/resource/Beat_of_My_Drum> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Nicola_Roberts,Nicola Roberts,VP
106,Chi ha dipinto il Beat of My Heart,select  ?o    {    <http://dbpedia.org/resource/Beat_of_My_Heart> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Hilary_Duff,Hilary Duff,VP
107,Quale persona ha dipinto il Beat of My Heart,select  ?o    {    <http://dbpedia.org/resource/Beat_of_My_Heart> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Hilary_Duff,Hilary Duff,VP
108,Chi ha dipinto il Beautiful Dirty Rich,"select  ?o    {    <http://dbpedia.org/resource/Beautiful,_Dirty,_Rich> <http://dbpedia.org/ontology/artist>  ?o    }",http://dbpedia.org/resource/Lady_Gaga,Lady Gaga,VP
109,Quale persona ha dipinto il Beautiful Dirty Rich,"select  ?o    {    <http://dbpedia.org/resource/Beautiful,_Dirty,_Rich> <http://dbpedia.org/ontology/artist>  ?o    }",http://dbpedia.org/resource/Lady_Gaga,Lady Gaga,VP
110,Chi ha dipinto il Beautiful Akon,select  ?o    {    <http://dbpedia.org/resource/Beautiful_(Akon_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Kardinal_Offishall,Kardinal Offishall,VP
111,Quale persona ha dipinto il Beautiful Akon,select  ?o    {    <http://dbpedia.org/resource/Beautiful_(Akon_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Kardinal_Offishall,Kardinal Offishall,VP
112,Chi ha dipinto il Beautiful Christina Aguilera,select  ?o    {    <http://dbpedia.org/resource/Beautiful_(Christina_Aguilera_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Christina_Aguilera,Christina Aguilera,VP
113,Quale persona ha dipinto il Beautiful Christina Aguilera,select  ?o    {    <http://dbpedia.org/resource/Beautiful_(Christina_Aguilera_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Christina_Aguilera,Christina Aguilera,VP
114,Chi ha dipinto il Beautiful Eminem,select  ?o    {    <http://dbpedia.org/resource/Beautiful_(Eminem_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Eminem,Eminem,VP
115,Quale persona ha dipinto il Beautiful Eminem,select  ?o    {    <http://dbpedia.org/resource/Beautiful_(Eminem_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Eminem,Eminem,VP
116,Chi ha dipinto il Beautiful Snoop Dogg,select  ?o    {    <http://dbpedia.org/resource/Beautiful_(Snoop_Dogg_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Snoop_Dogg,Snoop Dogg,VP
117,Quale persona ha dipinto il Beautiful Snoop Dogg,select  ?o    {    <http://dbpedia.org/resource/Beautiful_(Snoop_Dogg_song)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Snoop_Dogg,Snoop Dogg,VP
118,Chi ha dipinto il Beautiful Boy Darling Boy,select  ?o    {    <http://dbpedia.org/resource/Beautiful_Boy_(Darling_Boy)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Celine_Dion,Céline Dion,VP
119,Quale persona ha dipinto il Beautiful Boy Darling Boy,select  ?o    {    <http://dbpedia.org/resource/Beautiful_Boy_(Darling_Boy)> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Celine_Dion,Céline Dion,VP
120,Chi ha dipinto il Beautiful Dangerous,select  ?o    {    <http://dbpedia.org/resource/Beautiful_Dangerous> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Slash_(musician),Slash,VP
121,Quale persona ha dipinto il Beautiful Dangerous,select  ?o    {    <http://dbpedia.org/resource/Beautiful_Dangerous> <http://dbpedia.org/ontology/artist>  ?o    },http://dbpedia.org/resource/Slash_(musician),Slash,VP
