"id","question","sparql","answer_rdf","answer","frame"
"6142","Qual era la società sussidiaria di Aerospace Industrial Development Corporation?","select  ?o    {    <http://dbpedia.org/resource/Aerospace_Industrial_Development_Corporation> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/International_Turbine_Engine_Company","","NPP"
"6143","Qual è la società sussidiaria di Aerospace Industrial Development Corporation?","select  ?o    {    <http://dbpedia.org/resource/Aerospace_Industrial_Development_Corporation> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/International_Turbine_Engine_Company","","NPP"
"6144","Qual era la società sussidiaria di Aerosvit?","select  ?o    {    <http://dbpedia.org/resource/Aerosvit_Airlines> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Donbassaero","Donbassaero","NPP"
"6145","Qual è la società sussidiaria di Aerosvit?","select  ?o    {    <http://dbpedia.org/resource/Aerosvit_Airlines> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Donbassaero","Donbassaero","NPP"
"6146","Qual era la società sussidiaria di AirAsia?","select  ?o    {    <http://dbpedia.org/resource/AirAsia> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Indonesia_AirAsia","Indonesia AirAsia","NPP"
"6147","Qual è la società sussidiaria di AirAsia?","select  ?o    {    <http://dbpedia.org/resource/AirAsia> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Indonesia_AirAsia","Indonesia AirAsia","NPP"
"6148","Qual era la società sussidiaria di AirAsia X?","select  ?o    {    <http://dbpedia.org/resource/AirAsia_X> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Thai_AirAsia_X","","NPP"
"6149","Qual è la società sussidiaria di AirAsia X?","select  ?o    {    <http://dbpedia.org/resource/AirAsia_X> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Thai_AirAsia_X","","NPP"
"6150","Qual era la società sussidiaria di Air Afrique?","select  ?o    {    <http://dbpedia.org/resource/Air_Afrique> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Air_Mali_(2005)","","NPP"
"6151","Qual è la società sussidiaria di Air Afrique?","select  ?o    {    <http://dbpedia.org/resource/Air_Afrique> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Air_Mali_(2005)","","NPP"
"6152","Qual era la società sussidiaria di Air Arabia?","select  ?o    {    <http://dbpedia.org/resource/Air_Arabia> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Air_Arabia_Maroc","Air Arabia Maroc","NPP"
"6153","Qual è la società sussidiaria di Air Arabia?","select  ?o    {    <http://dbpedia.org/resource/Air_Arabia> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Air_Arabia_Maroc","Air Arabia Maroc","NPP"
"6154","Qual era la società sussidiaria di Air Astana?","select  ?o    {    <http://dbpedia.org/resource/Air_Astana> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/FlyArystan","","NPP"
"6155","Qual è la società sussidiaria di Air Astana?","select  ?o    {    <http://dbpedia.org/resource/Air_Astana> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/FlyArystan","","NPP"
"6156","Qual era la società sussidiaria di Air Austral?","select  ?o    {    <http://dbpedia.org/resource/Air_Austral> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Ewa_Air","","NPP"
"6157","Qual è la società sussidiaria di Air Austral?","select  ?o    {    <http://dbpedia.org/resource/Air_Austral> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Ewa_Air","","NPP"
"6158","Qual era la società sussidiaria di Air Canada?","select  ?o    {    <http://dbpedia.org/resource/Air_Canada> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Aeroplan","","NPP"
"6159","Qual è la società sussidiaria di Air Canada?","select  ?o    {    <http://dbpedia.org/resource/Air_Canada> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Aeroplan","","NPP"
"6160","Qual era la società sussidiaria di Air China?","select  ?o    {    <http://dbpedia.org/resource/Air_China> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Shenzhen_Airlines","Shenzhen Airlines","NPP"
"6161","Qual è la società sussidiaria di Air China?","select  ?o    {    <http://dbpedia.org/resource/Air_China> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Shenzhen_Airlines","Shenzhen Airlines","NPP"
"6162","Qual era la società sussidiaria di Air Europa?","select  ?o    {    <http://dbpedia.org/resource/Air_Europa> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Air_Europa_Express","Air Europa Express","NPP"
"6163","Qual è la società sussidiaria di Air Europa?","select  ?o    {    <http://dbpedia.org/resource/Air_Europa> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Air_Europa_Express","Air Europa Express","NPP"
"6164","Qual era la società sussidiaria di Air France?","select  ?o    {    <http://dbpedia.org/resource/Air_France> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Transavia_France","","NPP"
"6165","Qual è la società sussidiaria di Air France?","select  ?o    {    <http://dbpedia.org/resource/Air_France> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Transavia_France","","NPP"
"6166","Qual era la società sussidiaria di Air Madagascar?","select  ?o    {    <http://dbpedia.org/resource/Air_Madagascar> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Tsaradia","","NPP"
"6167","Qual è la società sussidiaria di Air Madagascar?","select  ?o    {    <http://dbpedia.org/resource/Air_Madagascar> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Tsaradia","","NPP"
"6168","Qual era la società sussidiaria di Air Serbia?","select  ?o    {    <http://dbpedia.org/resource/Air_Serbia> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Aviolet","","NPP"
"6169","Qual è la società sussidiaria di Air Serbia?","select  ?o    {    <http://dbpedia.org/resource/Air_Serbia> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Aviolet","","NPP"
"6170","Qual era la società sussidiaria di Airbnb?","select  ?o    {    <http://dbpedia.org/resource/Airbnb> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Tilt.com","","NPP"
"6171","Qual è la società sussidiaria di Airbnb?","select  ?o    {    <http://dbpedia.org/resource/Airbnb> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Tilt.com","","NPP"
"6172","Qual era la società sussidiaria di Airbus Group?","select  ?o    {    <http://dbpedia.org/resource/Airbus> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/NAVBLUE","","NPP"
"6173","Qual è la società sussidiaria di Airbus Group?","select  ?o    {    <http://dbpedia.org/resource/Airbus> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/NAVBLUE","","NPP"
"6174","Qual era la società sussidiaria di Airbus?","select  ?o    {    <http://dbpedia.org/resource/Airbus> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/NAVBLUE","","NPP"
"6175","Qual è la società sussidiaria di Airbus?","select  ?o    {    <http://dbpedia.org/resource/Airbus> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/NAVBLUE","","NPP"
"6176","Qual era la società sussidiaria di Airbus Helicopters?","select  ?o    {    <http://dbpedia.org/resource/Airbus_Helicopters> <http://dbpedia.org/ontology/subsidiary>  ?o    }","https://web.archive.org/web/20140115052008/http://www.airbushelicopters.com/site/en/ref/Airbus-Helicopter-Network-on-interactive-map_1290.html","","NPP"
"6177","Qual è la società sussidiaria di Airbus Helicopters?","select  ?o    {    <http://dbpedia.org/resource/Airbus_Helicopters> <http://dbpedia.org/ontology/subsidiary>  ?o    }","https://web.archive.org/web/20140115052008/http://www.airbushelicopters.com/site/en/ref/Airbus-Helicopter-Network-on-interactive-map_1290.html","","NPP"
"6178","Qual era la società sussidiaria di Airlink?","select  ?o    {    <http://dbpedia.org/resource/Airlink> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Eswatini_Airlink","Eswatini Airlink","NPP"
"6179","Qual è la società sussidiaria di Airlink?","select  ?o    {    <http://dbpedia.org/resource/Airlink> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Eswatini_Airlink","Eswatini Airlink","NPP"
"6180","Qual era la società sussidiaria di Alaska Airlines?","select  ?o    {    <http://dbpedia.org/resource/Alaska_Air_Group> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Horizon_Air","Horizon Air","NPP"
"6181","Qual è la società sussidiaria di Alaska Airlines?","select  ?o    {    <http://dbpedia.org/resource/Alaska_Air_Group> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Horizon_Air","Horizon Air","NPP"
"6182","Qual era la società sussidiaria di ALDI?","select  ?o    {    <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Trader_Joe's","","NPP"
"6183","Qual è la società sussidiaria di ALDI?","select  ?o    {    <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Trader_Joe's","","NPP"
"6184","Qual era la società sussidiaria di Alenia Aeronautica?","select  ?o    {    <http://dbpedia.org/resource/Alenia_Aeronautica> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Alenia_North_America","","NPP"
"6185","Qual è la società sussidiaria di Alenia Aeronautica?","select  ?o    {    <http://dbpedia.org/resource/Alenia_Aeronautica> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Alenia_North_America","","NPP"
"6186","Qual era la società sussidiaria di Hanjin?","select  ?o    {    <http://dbpedia.org/resource/Hanjin> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Korean_Air","Korean Air","NPP"
"6187","Qual è la società sussidiaria di Hanjin?","select  ?o    {    <http://dbpedia.org/resource/Hanjin> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Korean_Air","Korean Air","NPP"
"6188","Qual era la società sussidiaria di Harley-Davidson?","select  ?o    {    <http://dbpedia.org/resource/Harley-Davidson> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Harley-Davidson_India","","NPP"
"6189","Qual è la società sussidiaria di Harley-Davidson?","select  ?o    {    <http://dbpedia.org/resource/Harley-Davidson> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Harley-Davidson_India","","NPP"
"6190","Qual era la società sussidiaria di Hasbro?","select  ?o    {    <http://dbpedia.org/resource/Hasbro> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Entertainment_One","Entertainment One","NPP"
"6191","Qual è la società sussidiaria di Hasbro?","select  ?o    {    <http://dbpedia.org/resource/Hasbro> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Entertainment_One","Entertainment One","NPP"
"6192","Qual era la società sussidiaria di Hawker Siddeley?","select  ?o    {    <http://dbpedia.org/resource/Hawker_Siddeley> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Blackburn_Aircraft","Blackburn Aircraft","NPP"
"6193","Qual è la società sussidiaria di Hawker Siddeley?","select  ?o    {    <http://dbpedia.org/resource/Hawker_Siddeley> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Blackburn_Aircraft","Blackburn Aircraft","NPP"
"6194","Qual era la società sussidiaria di Hawker Siddeley Canada?","select  ?o    {    <http://dbpedia.org/resource/Hawker_Siddeley_Canada> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Canadian_Car_and_Foundry","","NPP"
"6195","Qual è la società sussidiaria di Hawker Siddeley Canada?","select  ?o    {    <http://dbpedia.org/resource/Hawker_Siddeley_Canada> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Canadian_Car_and_Foundry","","NPP"
"6196","Qual era la società sussidiaria di Head azienda?","select  ?o    {    <http://dbpedia.org/resource/Head_(company)> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Mares_(scuba_equipment)","Mares","NPP"
"6197","Qual è la società sussidiaria di Head azienda?","select  ?o    {    <http://dbpedia.org/resource/Head_(company)> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Mares_(scuba_equipment)","Mares","NPP"
"6198","Qual era la società sussidiaria di BAA plc?","select  ?o    {    <http://dbpedia.org/resource/Heathrow_Airport_Holdings> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Heathrow_Airport","Aeroporto di Londra-Heathrow","NPP"
"6199","Qual è la società sussidiaria di BAA plc?","select  ?o    {    <http://dbpedia.org/resource/Heathrow_Airport_Holdings> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Heathrow_Airport","Aeroporto di Londra-Heathrow","NPP"
"6200","Qual era la società sussidiaria di Henderson Land Development?","select  ?o    {    <http://dbpedia.org/resource/Henderson_Land_Development> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Henderson_Investment","","NPP"
"6201","Qual è la società sussidiaria di Henderson Land Development?","select  ?o    {    <http://dbpedia.org/resource/Henderson_Land_Development> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Henderson_Investment","","NPP"
"6202","Qual era la società sussidiaria di Hewlett-Packard?","select  ?o    {    <http://dbpedia.org/resource/Hewlett-Packard> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/List_of_acquisitions_by_Hewlett-Packard","","NPP"
"6203","Qual è la società sussidiaria di Hewlett-Packard?","select  ?o    {    <http://dbpedia.org/resource/Hewlett-Packard> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/List_of_acquisitions_by_Hewlett-Packard","","NPP"
"6204","Qual era la società sussidiaria di Hexagon azienda?","select  ?o    {    <http://dbpedia.org/resource/Hexagon_AB> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Leica_Geosystems","Leica Geosystems","NPP"
"6205","Qual è la società sussidiaria di Hexagon azienda?","select  ?o    {    <http://dbpedia.org/resource/Hexagon_AB> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/Leica_Geosystems","Leica Geosystems","NPP"
"6206","Qual era la società sussidiaria di Lufthansa?","select  ?o    {    <http://dbpedia.org/resource/Lufthansa> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/AeroLogic","AeroLogic","NPP"
"6207","Qual è la società sussidiaria di Lufthansa?","select  ?o    {    <http://dbpedia.org/resource/Lufthansa> <http://dbpedia.org/ontology/subsidiary>  ?o    }","http://dbpedia.org/resource/AeroLogic","AeroLogic","NPP"
