"id","question","sparql","answer","frame"
"18","Qual era la data di creazione di Oratorio di S.Bovo parr.S.M. Del Torresino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S011832> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"19","Qual è la data di creazione di Oratorio di S.Bovo parr.S.M. Del Torresino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S011832> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"20","Qual era la data di creazione di Via del Santo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S011903> <http://purl.org/dc/elements/1.1/date> ?object.}","1967","NPP"
"21","Qual è la data di creazione di Via del Santo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S011903> <http://purl.org/dc/elements/1.1/date> ?object.}","1967","NPP"
"22","Qual era la data di creazione di Chiesa di S. Maria del Torresino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S011931> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"23","Qual è la data di creazione di Chiesa di S. Maria del Torresino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S011931> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"24","Qual era la data di creazione di Chiesa di S.Francesco d'Assisi?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S011998> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"25","Qual è la data di creazione di Chiesa di S.Francesco d'Assisi?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S011998> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"26","Qual era la data di creazione di Basilica della SS.Trinità?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012005> <http://purl.org/dc/elements/1.1/date> ?object.}","1943","NPP"
"27","Qual è la data di creazione di Basilica della SS.Trinità?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012005> <http://purl.org/dc/elements/1.1/date> ?object.}","1943","NPP"
"28","Qual era la data di creazione di Chiesa dell'Annunziata degli Algoziri?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012017> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"29","Qual è la data di creazione di Chiesa dell'Annunziata degli Algoziri?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012017> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"30","Qual era la data di creazione di Chiesa dei SS. Cosma e Damiano?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012025> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"31","Qual è la data di creazione di Chiesa dei SS. Cosma e Damiano?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012025> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"32","Qual era la data di creazione di Oratorio di S. Caterina all'Olivella?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012033> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"33","Qual è la data di creazione di Oratorio di S. Caterina all'Olivella?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012033> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"34","Qual era la data di creazione di Oratorio della Compagnia dei SS. Elena e Costantino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012034> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"35","Qual è la data di creazione di Oratorio della Compagnia dei SS. Elena e Costantino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012034> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"36","Qual era la data di creazione di Oratorio dei Ss. Crispino e Crispiniano?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012036> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"37","Qual è la data di creazione di Oratorio dei Ss. Crispino e Crispiniano?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012036> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"38","Qual era la data di creazione di Chiesa di S.Francesco di Paola ai Candelai?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012041> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"39","Qual è la data di creazione di Chiesa di S.Francesco di Paola ai Candelai?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012041> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"40","Qual era la data di creazione di Chiesa di Casa Professa?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012043> <http://purl.org/dc/elements/1.1/date> ?object.}","1943","NPP"
"41","Qual è la data di creazione di Chiesa di Casa Professa?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012043> <http://purl.org/dc/elements/1.1/date> ?object.}","1943","NPP"
"42","Qual era la data di creazione di Chiesa di S.Maria degli Angeli detta della Gancia?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012054> <http://purl.org/dc/elements/1.1/date> ?object.}","1971","NPP"
"43","Qual è la data di creazione di Chiesa di S.Maria degli Angeli detta della Gancia?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012054> <http://purl.org/dc/elements/1.1/date> ?object.}","1971","NPP"
"44","Qual era la data di creazione di Chiesa di S.Maria della Vittoria?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012063> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"45","Qual è la data di creazione di Chiesa di S.Maria della Vittoria?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012063> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"46","Qual era la data di creazione di Chiesa di S.Mercurio?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012067> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"47","Qual è la data di creazione di Chiesa di S.Mercurio?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012067> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"48","Qual era la data di creazione di Chiesa dei Quaranta Martiri?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012077> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"49","Qual è la data di creazione di Chiesa dei Quaranta Martiri?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012077> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"50","Qual era la data di creazione di Chiesa di S.Silvestro?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012080> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"51","Qual è la data di creazione di Chiesa di S.Silvestro?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012080> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"52","Qual era la data di creazione di Chiesa di S.Teresa alla Kalsa?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012084> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"53","Qual è la data di creazione di Chiesa di S.Teresa alla Kalsa?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012084> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"54","Qual era la data di creazione di Chiesa dell'Immacolata?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012087> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"55","Qual è la data di creazione di Chiesa dell'Immacolata?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012087> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"56","Qual era la data di creazione di Oratorio di S.Eligio degli Argentieri?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012117> <http://purl.org/dc/elements/1.1/date> ?object.}","s.d.","NPP"
"57","Qual è la data di creazione di Oratorio di S.Eligio degli Argentieri?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012117> <http://purl.org/dc/elements/1.1/date> ?object.}","s.d.","NPP"
"58","Qual era la data di creazione di Oratorio di S.Maria di Montesanto?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012125> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"59","Qual è la data di creazione di Oratorio di S.Maria di Montesanto?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012125> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"60","Qual era la data di creazione di Oratorio di S.Paolino di Nola?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012129> <http://purl.org/dc/elements/1.1/date> ?object.}","1930","NPP"
"61","Qual è la data di creazione di Oratorio di S.Paolino di Nola?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012129> <http://purl.org/dc/elements/1.1/date> ?object.}","1930","NPP"
"62","Qual era la data di creazione di Monastero delle benedettine?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012235> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"63","Qual è la data di creazione di Monastero delle benedettine?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012235> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"64","Qual era la data di creazione di Chiesa del collegio di Maria?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012236> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"65","Qual è la data di creazione di Chiesa del collegio di Maria?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012236> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"66","Qual era la data di creazione di Chiesa di S. Maria Assunta in cielo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012261> <http://purl.org/dc/elements/1.1/date> ?object.}","s.d","NPP"
"67","Qual è la data di creazione di Chiesa di S. Maria Assunta in cielo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012261> <http://purl.org/dc/elements/1.1/date> ?object.}","s.d","NPP"
"68","Qual era la data di creazione di Chiesa Parrocchiale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012262> <http://purl.org/dc/elements/1.1/date> ?object.}","1931","NPP"
"69","Qual è la data di creazione di Chiesa Parrocchiale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012262> <http://purl.org/dc/elements/1.1/date> ?object.}","1931","NPP"
"70","Qual era la data di creazione di Chiesa di S. Agostino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012273> <http://purl.org/dc/elements/1.1/date> ?object.}","1926","NPP"
"71","Qual è la data di creazione di Chiesa di S. Agostino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012273> <http://purl.org/dc/elements/1.1/date> ?object.}","1926","NPP"
"72","Qual era la data di creazione di Chiesa del Santuario di San Francesco in Paola?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012275> <http://purl.org/dc/elements/1.1/date> ?object.}","1923","NPP"
"73","Qual è la data di creazione di Chiesa del Santuario di San Francesco in Paola?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012275> <http://purl.org/dc/elements/1.1/date> ?object.}","1923","NPP"
"74","Qual era la data di creazione di Chiesa Madre?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012412> <http://purl.org/dc/elements/1.1/date> ?object.}","1924","NPP"
"75","Qual è la data di creazione di Chiesa Madre?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012412> <http://purl.org/dc/elements/1.1/date> ?object.}","1924","NPP"
"76","Qual era la data di creazione di Chiesa Cattedrale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012536> <http://purl.org/dc/elements/1.1/date> ?object.}","1935","NPP"
"77","Qual è la data di creazione di Chiesa Cattedrale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012536> <http://purl.org/dc/elements/1.1/date> ?object.}","1935","NPP"
"78","Qual era la data di creazione di Chiesa parrocchiale dell'Assunta in Cielo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012691> <http://purl.org/dc/elements/1.1/date> ?object.}","s.d","NPP"
"79","Qual è la data di creazione di Chiesa parrocchiale dell'Assunta in Cielo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012691> <http://purl.org/dc/elements/1.1/date> ?object.}","s.d","NPP"
"80","Qual era la data di creazione di Chiesa del Purificatore?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012805> <http://purl.org/dc/elements/1.1/date> ?object.}","1957","NPP"
"81","Qual è la data di creazione di Chiesa del Purificatore?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012805> <http://purl.org/dc/elements/1.1/date> ?object.}","1957","NPP"
"82","Qual era la data di creazione di Chiesa di S.Agostino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012807> <http://purl.org/dc/elements/1.1/date> ?object.}","1957","NPP"
"83","Qual è la data di creazione di Chiesa di S.Agostino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012807> <http://purl.org/dc/elements/1.1/date> ?object.}","1957","NPP"
"84","Qual era la data di creazione di Chiesa di S.Francesco?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012814> <http://purl.org/dc/elements/1.1/date> ?object.}","1909","NPP"
"85","Qual è la data di creazione di Chiesa di S.Francesco?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012814> <http://purl.org/dc/elements/1.1/date> ?object.}","1909","NPP"
"86","Qual era la data di creazione di Chiesa di S.Giovanni Battista?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012816> <http://purl.org/dc/elements/1.1/date> ?object.}","1957","NPP"
"87","Qual è la data di creazione di Chiesa di S.Giovanni Battista?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012816> <http://purl.org/dc/elements/1.1/date> ?object.}","1957","NPP"
"88","Qual era la data di creazione di Duomo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012828> <http://purl.org/dc/elements/1.1/date> ?object.}","1957","NPP"
"89","Qual è la data di creazione di Duomo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012828> <http://purl.org/dc/elements/1.1/date> ?object.}","1957","NPP"
"90","Qual era la data di creazione di Municipio?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012829> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"91","Qual è la data di creazione di Municipio?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012829> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"92","Qual era la data di creazione di Chiesa di S. Martino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012858> <http://purl.org/dc/elements/1.1/date> ?object.}","1913","NPP"
"93","Qual è la data di creazione di Chiesa di S. Martino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012858> <http://purl.org/dc/elements/1.1/date> ?object.}","1913","NPP"
"94","Qual era la data di creazione di Chiesa del SS. Rosario?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012862> <http://purl.org/dc/elements/1.1/date> ?object.}","post 1929","NPP"
"95","Qual è la data di creazione di Chiesa del SS. Rosario?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012862> <http://purl.org/dc/elements/1.1/date> ?object.}","post 1929","NPP"
"96","Qual era la data di creazione di Chiesa di S. Stefano?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012881> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"97","Qual è la data di creazione di Chiesa di S. Stefano?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012881> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"98","Qual era la data di creazione di Chiesa della SS. Annunziata?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012888> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"99","Qual è la data di creazione di Chiesa della SS. Annunziata?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012888> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"100","Qual era la data di creazione di Cattedrale di Pescia?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012897> <http://purl.org/dc/elements/1.1/date> ?object.}","1986","NPP"
"101","Qual è la data di creazione di Cattedrale di Pescia?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012897> <http://purl.org/dc/elements/1.1/date> ?object.}","1986","NPP"
"102","Qual era la data di creazione di Chiesa di S. Andrea e Lucia?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012902> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"103","Qual è la data di creazione di Chiesa di S. Andrea e Lucia?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012902> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"104","Qual era la data di creazione di Casa natale del cardinale Mazarino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012943> <http://purl.org/dc/elements/1.1/date> ?object.}","1907","NPP"
"105","Qual è la data di creazione di Casa natale del cardinale Mazarino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012943> <http://purl.org/dc/elements/1.1/date> ?object.}","1907","NPP"
"106","Qual era la data di creazione di Chiesa parrocchiale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012953> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"107","Qual è la data di creazione di Chiesa parrocchiale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S012953> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"108","Qual era la data di creazione di Chiesa Parrocchiale di S. Giovanni in Canale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013034> <http://purl.org/dc/elements/1.1/date> ?object.}","1923","NPP"
"109","Qual è la data di creazione di Chiesa Parrocchiale di S. Giovanni in Canale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013034> <http://purl.org/dc/elements/1.1/date> ?object.}","1923","NPP"
"110","Qual era la data di creazione di Chiesa di S.Leonardo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013072> <http://purl.org/dc/elements/1.1/date> ?object.}","1937","NPP"
"111","Qual è la data di creazione di Chiesa di S.Leonardo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013072> <http://purl.org/dc/elements/1.1/date> ?object.}","1937","NPP"
"112","Qual era la data di creazione di Chiesa di S.Maria Maggiore e S.Michele Arcangelo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013073> <http://purl.org/dc/elements/1.1/date> ?object.}","1899","NPP"
"113","Qual è la data di creazione di Chiesa di S.Maria Maggiore e S.Michele Arcangelo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013073> <http://purl.org/dc/elements/1.1/date> ?object.}","1899","NPP"
"114","Qual era la data di creazione di Chiesa di S.Bernardino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013097> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"115","Qual è la data di creazione di Chiesa di S.Bernardino?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013097> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"116","Qual era la data di creazione di Residenza Comunale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013098> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"117","Qual è la data di creazione di Residenza Comunale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013098> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"118","Qual era la data di creazione di Venerabile Confraternita della Misericordia?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013219> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"119","Qual è la data di creazione di Venerabile Confraternita della Misericordia?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013219> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"120","Qual era la data di creazione di Chiesa parrocchiale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013252> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"121","Qual è la data di creazione di Chiesa parrocchiale?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S013252> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
"122","Qual era la data di creazione di Chiesa?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S004848> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"123","Qual è la data di creazione di Chiesa?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S004848> <http://purl.org/dc/elements/1.1/date> ?object.}","1929","NPP"
"124","Qual era la data di creazione di Chiesa parrocchiale San Salvatore?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S004861> <http://purl.org/dc/elements/1.1/date> ?object.}","1924","NPP"
"125","Qual è la data di creazione di Chiesa parrocchiale San Salvatore?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S004861> <http://purl.org/dc/elements/1.1/date> ?object.}","1924","NPP"
"126","Qual era la data di creazione di Cappella di San Michele presso la cascina Vescovo?","SELECT ?object WHERE {    <http://dati.beniculturali.it/iccd/schede/resource/uod/S004865> <http://purl.org/dc/elements/1.1/date> ?object.}","1927","NPP"
