id,question,sparql,answer_rdf,answer,frame
51,Qual è il costo di Barfly - Moscone da bar?,select  ?o    {    <http://dbpedia.org/resource/Barfly_(film)> <http://dbpedia.org/ontology/budget>  ?o    },3000000,no answer found,NPP
52,Qual era il costo di Il capitano soffre il mare?,select  ?o    {    <http://dbpedia.org/resource/Barnacle_Bill_(1957_film)> <http://dbpedia.org/ontology/budget>  ?o    },659000,no answer found,NPP
53,Qual è il costo di Il capitano soffre il mare?,select  ?o    {    <http://dbpedia.org/resource/Barnacle_Bill_(1957_film)> <http://dbpedia.org/ontology/budget>  ?o    },659000,no answer found,NPP
54,Qual era il costo di La versione di Barney film?,select  ?o    {    <http://dbpedia.org/resource/Barney's_Version_(film)> <http://dbpedia.org/ontology/budget>  ?o    },30000000,no answer found,NPP
55,Qual è il costo di La versione di Barney film?,select  ?o    {    <http://dbpedia.org/resource/Barney's_Version_(film)> <http://dbpedia.org/ontology/budget>  ?o    },30000000,no answer found,NPP
56,Qual era il costo di Barnyard - Il cortile?,select  ?o    {    <http://dbpedia.org/resource/Barnyard_(film)> <http://dbpedia.org/ontology/budget>  ?o    },51000000,no answer found,NPP
57,Qual è il costo di Barnyard - Il cortile?,select  ?o    {    <http://dbpedia.org/resource/Barnyard_(film)> <http://dbpedia.org/ontology/budget>  ?o    },51000000,no answer found,NPP
58,Qual era il costo di Barry Lyndon?,select  ?o    {    <http://dbpedia.org/resource/Barry_Lyndon> <http://dbpedia.org/ontology/budget>  ?o    },12000000,no answer found,NPP
59,Qual è il costo di Barry Lyndon?,select  ?o    {    <http://dbpedia.org/resource/Barry_Lyndon> <http://dbpedia.org/ontology/budget>  ?o    },12000000,no answer found,NPP
60,Qual era il costo di Barton Fink - È successo a Hollywood?,select  ?o    {    <http://dbpedia.org/resource/Barton_Fink> <http://dbpedia.org/ontology/budget>  ?o    },9000000,no answer found,NPP
61,Qual è il costo di Barton Fink - È successo a Hollywood?,select  ?o    {    <http://dbpedia.org/resource/Barton_Fink> <http://dbpedia.org/ontology/budget>  ?o    },9000000,no answer found,NPP
62,Qual era il costo di Basic film?,select  ?o    {    <http://dbpedia.org/resource/Basic_(film)> <http://dbpedia.org/ontology/budget>  ?o    },50000000,no answer found,NPP
63,Qual è il costo di Basic film?,select  ?o    {    <http://dbpedia.org/resource/Basic_(film)> <http://dbpedia.org/ontology/budget>  ?o    },50000000,no answer found,NPP
64,Qual era il costo di Basic Instinct?,select  ?o    {    <http://dbpedia.org/resource/Basic_Instinct> <http://dbpedia.org/ontology/budget>  ?o    },49000000,no answer found,NPP
65,Qual è il costo di Basic Instinct?,select  ?o    {    <http://dbpedia.org/resource/Basic_Instinct> <http://dbpedia.org/ontology/budget>  ?o    },49000000,no answer found,NPP
66,Qual era il costo di Basic Instinct 2?,select  ?o    {    <http://dbpedia.org/resource/Basic_Instinct_2> <http://dbpedia.org/ontology/budget>  ?o    },70000000,no answer found,NPP
67,Qual è il costo di Basic Instinct 2?,select  ?o    {    <http://dbpedia.org/resource/Basic_Instinct_2> <http://dbpedia.org/ontology/budget>  ?o    },70000000,no answer found,NPP
68,Qual era il costo di Basij?,select  ?o    {    <http://dbpedia.org/resource/Basij> <http://dbpedia.org/ontology/budget>  ?o    },357080000,no answer found,NPP
69,Qual è il costo di Basij?,select  ?o    {    <http://dbpedia.org/resource/Basij> <http://dbpedia.org/ontology/budget>  ?o    },357080000,no answer found,NPP
70,Qual era il costo di Basket Case?,select  ?o    {    <http://dbpedia.org/resource/Basket_Case_(film)> <http://dbpedia.org/ontology/budget>  ?o    },35000,no answer found,NPP
71,Qual è il costo di Basket Case?,select  ?o    {    <http://dbpedia.org/resource/Basket_Case_(film)> <http://dbpedia.org/ontology/budget>  ?o    },35000,no answer found,NPP
72,Qual era il costo di Basket Case 2?,select  ?o    {    <http://dbpedia.org/resource/Basket_Case_2> <http://dbpedia.org/ontology/budget>  ?o    },2500000,no answer found,NPP
73,Qual è il costo di Basket Case 2?,select  ?o    {    <http://dbpedia.org/resource/Basket_Case_2> <http://dbpedia.org/ontology/budget>  ?o    },2500000,no answer found,NPP
74,Qual era il costo di Basquiat?,select  ?o    {    <http://dbpedia.org/resource/Basquiat_(film)> <http://dbpedia.org/ontology/budget>  ?o    },3300000,no answer found,NPP
75,Qual è il costo di Basquiat?,select  ?o    {    <http://dbpedia.org/resource/Basquiat_(film)> <http://dbpedia.org/ontology/budget>  ?o    },3300000,no answer found,NPP
76,Qual era il costo di Bataan film?,select  ?o    {    <http://dbpedia.org/resource/Bataan_(film)> <http://dbpedia.org/ontology/budget>  ?o    },958000,no answer found,NPP
77,Qual è il costo di Bataan film?,select  ?o    {    <http://dbpedia.org/resource/Bataan_(film)> <http://dbpedia.org/ontology/budget>  ?o    },958000,no answer found,NPP
78,Qual era il costo di Bellezze al bagno film?,select  ?o    {    <http://dbpedia.org/resource/Bathing_Beauty> <http://dbpedia.org/ontology/budget>  ?o    },2361000,no answer found,NPP
79,Qual è il costo di Bellezze al bagno film?,select  ?o    {    <http://dbpedia.org/resource/Bathing_Beauty> <http://dbpedia.org/ontology/budget>  ?o    },2361000,no answer found,NPP
80,Qual era il costo di Batman: La maschera del Fantasma?,select  ?o    {    <http://dbpedia.org/resource/Batman:_Mask_of_the_Phantasm> <http://dbpedia.org/ontology/budget>  ?o    },6000000,no answer found,NPP
81,Qual è il costo di Batman: La maschera del Fantasma?,select  ?o    {    <http://dbpedia.org/resource/Batman:_Mask_of_the_Phantasm> <http://dbpedia.org/ontology/budget>  ?o    },6000000,no answer found,NPP
82,Qual era il costo di Batman: Year One film?,select  ?o    {    <http://dbpedia.org/resource/Batman:_Year_One_(film)> <http://dbpedia.org/ontology/budget>  ?o    },3500000,no answer found,NPP
83,Qual è il costo di Batman: Year One film?,select  ?o    {    <http://dbpedia.org/resource/Batman:_Year_One_(film)> <http://dbpedia.org/ontology/budget>  ?o    },3500000,no answer found,NPP
84,Qual era il costo di Batman & Robin?,select  ?o    {    <http://dbpedia.org/resource/Batman_&_Robin_(film)> <http://dbpedia.org/ontology/budget>  ?o    },160000000,no answer found,NPP
85,Qual è il costo di Batman & Robin?,select  ?o    {    <http://dbpedia.org/resource/Batman_&_Robin_(film)> <http://dbpedia.org/ontology/budget>  ?o    },160000000,no answer found,NPP
86,Qual era il costo di Batman film 1966?,select  ?o    {    <http://dbpedia.org/resource/Batman_(1966_film)> <http://dbpedia.org/ontology/budget>  ?o    },1.37,no answer found,NPP
87,Qual è il costo di Batman film 1966?,select  ?o    {    <http://dbpedia.org/resource/Batman_(1966_film)> <http://dbpedia.org/ontology/budget>  ?o    },1.37,no answer found,NPP
88,Qual era il costo di Batman film 1989?,select  ?o    {    <http://dbpedia.org/resource/Batman_(1989_film)> <http://dbpedia.org/ontology/budget>  ?o    },35,no answer found,NPP
89,Qual è il costo di Batman film 1989?,select  ?o    {    <http://dbpedia.org/resource/Batman_(1989_film)> <http://dbpedia.org/ontology/budget>  ?o    },35,no answer found,NPP
90,Qual era il costo di Batman Begins?,select  ?o    {    <http://dbpedia.org/resource/Batman_Begins> <http://dbpedia.org/ontology/budget>  ?o    },150000000,no answer found,NPP
91,Qual è il costo di Batman Begins?,select  ?o    {    <http://dbpedia.org/resource/Batman_Begins> <http://dbpedia.org/ontology/budget>  ?o    },150000000,no answer found,NPP
92,Qual era il costo di Batman Forever?,select  ?o    {    <http://dbpedia.org/resource/Batman_Forever> <http://dbpedia.org/ontology/budget>  ?o    },100000000,no answer found,NPP
93,Qual è il costo di Batman Forever?,select  ?o    {    <http://dbpedia.org/resource/Batman_Forever> <http://dbpedia.org/ontology/budget>  ?o    },100000000,no answer found,NPP
94,Qual era il costo di Batman - Il ritorno?,select  ?o    {    <http://dbpedia.org/resource/Batman_Returns> <http://dbpedia.org/ontology/budget>  ?o    },65,no answer found,NPP
95,Qual è il costo di Batman - Il ritorno?,select  ?o    {    <http://dbpedia.org/resource/Batman_Returns> <http://dbpedia.org/ontology/budget>  ?o    },65,no answer found,NPP
96,Qual era il costo di Bats film?,select  ?o    {    <http://dbpedia.org/resource/Bats_(film)> <http://dbpedia.org/ontology/budget>  ?o    },5250000,no answer found,NPP
97,Qual è il costo di Bats film?,select  ?o    {    <http://dbpedia.org/resource/Bats_(film)> <http://dbpedia.org/ontology/budget>  ?o    },5250000,no answer found,NPP
98,Qual era il costo di Miracolo sull'8ª strada?,select  ?o    {    <http://dbpedia.org/resource/Batteries_Not_Included> <http://dbpedia.org/ontology/budget>  ?o    },25000000,no answer found,NPP
99,Qual è il costo di Miracolo sull'8ª strada?,select  ?o    {    <http://dbpedia.org/resource/Batteries_Not_Included> <http://dbpedia.org/ontology/budget>  ?o    },25000000,no answer found,NPP
100,Qual era il costo di World Invasion?,select  ?o    {    <http://dbpedia.org/resource/Battle:_Los_Angeles> <http://dbpedia.org/ontology/budget>  ?o    },70,no answer found,NPP
101,Qual è il costo di World Invasion?,select  ?o    {    <http://dbpedia.org/resource/Battle:_Los_Angeles> <http://dbpedia.org/ontology/budget>  ?o    },70,no answer found,NPP
102,Qual era il costo di I magnifici sette nello spazio?,select  ?o    {    <http://dbpedia.org/resource/Battle_Beyond_the_Stars> <http://dbpedia.org/ontology/budget>  ?o    },2000000,no answer found,NPP
103,Qual è il costo di I magnifici sette nello spazio?,select  ?o    {    <http://dbpedia.org/resource/Battle_Beyond_the_Stars> <http://dbpedia.org/ontology/budget>  ?o    },2000000,no answer found,NPP
104,Qual era il costo di Essi vivranno!?,select  ?o    {    <http://dbpedia.org/resource/Battle_Circus_(film)> <http://dbpedia.org/ontology/budget>  ?o    },1201000,no answer found,NPP
105,Qual è il costo di Essi vivranno!?,select  ?o    {    <http://dbpedia.org/resource/Battle_Circus_(film)> <http://dbpedia.org/ontology/budget>  ?o    },1201000,no answer found,NPP
106,Qual era il costo di Battle Royale film?,select  ?o    {    <http://dbpedia.org/resource/Battle_Royale_(film)> <http://dbpedia.org/ontology/budget>  ?o    },4500000,no answer found,NPP
107,Qual è il costo di Battle Royale film?,select  ?o    {    <http://dbpedia.org/resource/Battle_Royale_(film)> <http://dbpedia.org/ontology/budget>  ?o    },4500000,no answer found,NPP
108,Qual era il costo di Battle Royale II: Requiem?,select  ?o    {    <http://dbpedia.org/resource/Battle_Royale_II:_Requiem> <http://dbpedia.org/ontology/budget>  ?o    },9000000,no answer found,NPP
109,Qual è il costo di Battle Royale II: Requiem?,select  ?o    {    <http://dbpedia.org/resource/Battle_Royale_II:_Requiem> <http://dbpedia.org/ontology/budget>  ?o    },9000000,no answer found,NPP
110,Qual era il costo di Uragano su Yalù?,select  ?o    {    <http://dbpedia.org/resource/Battle_Zone_(film)> <http://dbpedia.org/ontology/budget>  ?o    },200000,no answer found,NPP
111,Qual è il costo di Uragano su Yalù?,select  ?o    {    <http://dbpedia.org/resource/Battle_Zone_(film)> <http://dbpedia.org/ontology/budget>  ?o    },200000,no answer found,NPP
112,Qual era il costo di Battaglia per la Terra 3D?,select  ?o    {    <http://dbpedia.org/resource/Battle_for_Terra> <http://dbpedia.org/ontology/budget>  ?o    },4000000,no answer found,NPP
113,Qual è il costo di Battaglia per la Terra 3D?,select  ?o    {    <http://dbpedia.org/resource/Battle_for_Terra> <http://dbpedia.org/ontology/budget>  ?o    },4000000,no answer found,NPP
114,Qual era il costo di Anno 2670 - Ultimo atto?,select  ?o    {    <http://dbpedia.org/resource/Battle_for_the_Planet_of_the_Apes> <http://dbpedia.org/ontology/budget>  ?o    },1700000,no answer found,NPP
115,Qual è il costo di Anno 2670 - Ultimo atto?,select  ?o    {    <http://dbpedia.org/resource/Battle_for_the_Planet_of_the_Apes> <http://dbpedia.org/ontology/budget>  ?o    },1700000,no answer found,NPP
116,Qual era il costo di Battle in Seattle - Nessuno li può fermare?,select  ?o    {    <http://dbpedia.org/resource/Battle_in_Seattle> <http://dbpedia.org/ontology/budget>  ?o    },8000000,no answer found,NPP
117,Qual è il costo di Battle in Seattle - Nessuno li può fermare?,select  ?o    {    <http://dbpedia.org/resource/Battle_in_Seattle> <http://dbpedia.org/ontology/budget>  ?o    },8000000,no answer found,NPP
118,Qual era il costo di Battle of Blood Island?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_Blood_Island> <http://dbpedia.org/ontology/budget>  ?o    },51579.31,no answer found,NPP
119,Qual è il costo di Battle of Blood Island?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_Blood_Island> <http://dbpedia.org/ontology/budget>  ?o    },51579.31,no answer found,NPP
120,Qual era il costo di I lunghi giorni delle aquile?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_Britain_(film)> <http://dbpedia.org/ontology/budget>  ?o    },14000000,no answer found,NPP
121,Qual è il costo di I lunghi giorni delle aquile?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_Britain_(film)> <http://dbpedia.org/ontology/budget>  ?o    },14000000,no answer found,NPP
122,Qual era il costo di La battaglia della Neretva?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_Neretva_(film)> <http://dbpedia.org/ontology/budget>  ?o    },12000000,no answer found,NPP
123,Qual è il costo di La battaglia della Neretva?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_Neretva_(film)> <http://dbpedia.org/ontology/budget>  ?o    },12000000,no answer found,NPP
124,Qual era il costo di 1920 La battaglia di Varsavia?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_Warsaw_1920> <http://dbpedia.org/ontology/budget>  ?o    },9000000,no answer found,NPP
125,Qual è il costo di 1920 La battaglia di Varsavia?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_Warsaw_1920> <http://dbpedia.org/ontology/budget>  ?o    },9000000,no answer found,NPP
126,Qual era il costo di I nuovi eroi film 2004?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_the_Brave> <http://dbpedia.org/ontology/budget>  ?o    },30000000,no answer found,NPP
127,Qual è il costo di I nuovi eroi film 2004?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_the_Brave> <http://dbpedia.org/ontology/budget>  ?o    },30000000,no answer found,NPP
128,Qual era il costo di La battaglia dei giganti?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_the_Bulge_(1965_film)> <http://dbpedia.org/ontology/budget>  ?o    },6500000,no answer found,NPP
129,Qual è il costo di La battaglia dei giganti?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_the_Bulge_(1965_film)> <http://dbpedia.org/ontology/budget>  ?o    },6500000,no answer found,NPP
130,Qual era il costo di Battle of the Year - La vittoria è in ballo?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_the_Year_(film)> <http://dbpedia.org/ontology/budget>  ?o    },20000000,no answer found,NPP
131,Qual è il costo di Battle of the Year - La vittoria è in ballo?,select  ?o    {    <http://dbpedia.org/resource/Battle_of_the_Year_(film)> <http://dbpedia.org/ontology/budget>  ?o    },20000000,no answer found,NPP
132,Qual era il costo di Battaglia per la Terra film?,select  ?o    {    <http://dbpedia.org/resource/Battlefield_Earth_(film)> <http://dbpedia.org/ontology/budget>  ?o    },44000000,no answer found,NPP
133,Qual è il costo di Battaglia per la Terra film?,select  ?o    {    <http://dbpedia.org/resource/Battlefield_Earth_(film)> <http://dbpedia.org/ontology/budget>  ?o    },44000000,no answer found,NPP
134,Qual era il costo di Bastogne film 1949?,select  ?o    {    <http://dbpedia.org/resource/Battleground_(film)> <http://dbpedia.org/ontology/budget>  ?o    },1631000,no answer found,NPP
135,Qual è il costo di Bastogne film 1949?,select  ?o    {    <http://dbpedia.org/resource/Battleground_(film)> <http://dbpedia.org/ontology/budget>  ?o    },1631000,no answer found,NPP
136,Qual era il costo di Battleship?,select  ?o    {    <http://dbpedia.org/resource/Battleship_(film)> <http://dbpedia.org/ontology/budget>  ?o    },250000000,no answer found,NPP
137,Qual è il costo di Battleship?,select  ?o    {    <http://dbpedia.org/resource/Battleship_(film)> <http://dbpedia.org/ontology/budget>  ?o    },250000000,no answer found,NPP
138,Qual era il costo di Be Cool?,select  ?o    {    <http://dbpedia.org/resource/Be_Cool> <http://dbpedia.org/ontology/budget>  ?o    },53000000,no answer found,NPP
139,Qual è il costo di Be Cool?,select  ?o    {    <http://dbpedia.org/resource/Be_Cool> <http://dbpedia.org/ontology/budget>  ?o    },53000000,no answer found,NPP
140,Qual era il costo di Be Kind Rewind - Gli acchiappafilm?,select  ?o    {    <http://dbpedia.org/resource/Be_Kind_Rewind> <http://dbpedia.org/ontology/budget>  ?o    },20000000,no answer found,NPP
141,Qual è il costo di Be Kind Rewind - Gli acchiappafilm?,select  ?o    {    <http://dbpedia.org/resource/Be_Kind_Rewind> <http://dbpedia.org/ontology/budget>  ?o    },20000000,no answer found,NPP
142,Qual era il costo di Vacanze sulla spiaggia?,select  ?o    {    <http://dbpedia.org/resource/Beach_Party> <http://dbpedia.org/ontology/budget>  ?o    },300000,no answer found,NPP
143,Qual è il costo di Vacanze sulla spiaggia?,select  ?o    {    <http://dbpedia.org/resource/Beach_Party> <http://dbpedia.org/ontology/budget>  ?o    },300000,no answer found,NPP
144,Qual era il costo di Spiagge film 1988?,select  ?o    {    <http://dbpedia.org/resource/Beaches_(1988_film)> <http://dbpedia.org/ontology/budget>  ?o    },20000000,no answer found,NPP
145,Qual è il costo di Spiagge film 1988?,select  ?o    {    <http://dbpedia.org/resource/Beaches_(1988_film)> <http://dbpedia.org/ontology/budget>  ?o    },20000000,no answer found,NPP
146,Qual era il costo di Missione suicidio?,select  ?o    {    <http://dbpedia.org/resource/Beachhead_(film)> <http://dbpedia.org/ontology/budget>  ?o    },450000,no answer found,NPP
147,Qual è il costo di Missione suicidio?,select  ?o    {    <http://dbpedia.org/resource/Beachhead_(film)> <http://dbpedia.org/ontology/budget>  ?o    },450000,no answer found,NPP
148,Qual era il costo di Mr. Bean - L'ultima catastrofe?,select  ?o    {    <http://dbpedia.org/resource/Bean_(film)> <http://dbpedia.org/ontology/budget>  ?o    },18000000,no answer found,NPP
149,Qual è il costo di Mr. Bean - L'ultima catastrofe?,select  ?o    {    <http://dbpedia.org/resource/Bean_(film)> <http://dbpedia.org/ontology/budget>  ?o    },18000000,no answer found,NPP
150,Qual era il costo di L'isola della paura film?,select  ?o    {    <http://dbpedia.org/resource/Bear_Island_(film)> <http://dbpedia.org/ontology/budget>  ?o    },12100000,no answer found,NPP
151,Qual è il costo di L'isola della paura film?,select  ?o    {    <http://dbpedia.org/resource/Bear_Island_(film)> <http://dbpedia.org/ontology/budget>  ?o    },12100000,no answer found,NPP
