"binding","label"
"http://dbpedia.org/resource/Komlósd","Komlósd"
"http://dbpedia.org/resource/Koreatown,_Los_Angeles","Koreatown"
"http://dbpedia.org/resource/Korimate","Korimate"
"http://dbpedia.org/resource/Kostomuksha","Kostomukša"
"http://dbpedia.org/resource/Kostyonki,_Voronezh_Oblast","Kostenki"
"http://dbpedia.org/resource/Kota_State","Kota (stato)"
"http://dbpedia.org/resource/Kouassi-Datékro","Kouassi-Datékro"
"http://dbpedia.org/resource/Koupé-Manengouba","Dipartimento di Koupé-Manengouba"
"http://dbpedia.org/resource/Kouty_(Třebíč_District)","Kouty (Třebíč)"
"http://dbpedia.org/resource/Kouty_(Třebíč_District)","Kouty (Benin)"
"http://dbpedia.org/resource/Kukljica","Cuclizza"
"http://dbpedia.org/resource/Kulionys","Kulionys"
"http://dbpedia.org/resource/Kulusuk","Kulusuk"
"http://dbpedia.org/resource/Kuncsorba","Kuncsorba"
"http://dbpedia.org/resource/Kunda-dia-Base","Kunda-dia-Baze"
"http://dbpedia.org/resource/Kurakhsky_District","Kurachskij rajon"
"http://dbpedia.org/resource/Kurali","Kurali"
"http://dbpedia.org/resource/Kusey","Kusey"
"http://dbpedia.org/resource/Kvarkensky_District","Kvarkenskij rajon"
"http://dbpedia.org/resource/Kware","Kware"
"http://dbpedia.org/resource/Kyankwanzi_District","Distretto di Kyankwanzi"
"http://dbpedia.org/resource/Kyffhäuserkreis","Circondario del Kyffhäuser"
"http://dbpedia.org/resource/Kép","Kép"
"http://dbpedia.org/resource/Königheim","Königheim"
"http://dbpedia.org/resource/Kürdborakı","Kürdborakı"
"http://dbpedia.org/resource/Kürdüvan","Kürdüvan"
"http://dbpedia.org/resource/La-un_District","Distretto di La-un"
"http://dbpedia.org/resource/La_Baleine","La Baleine"
"http://dbpedia.org/resource/La_Bazoche-Gouet","La Bazoche-Gouet"
"http://dbpedia.org/resource/La_Chapelle-Bertrand","La Chapelle-Bertrand"
"http://dbpedia.org/resource/La_Couvertoirade","La Couvertoirade"
"http://dbpedia.org/resource/La_Goulafrière","La Goulafrière"
"http://dbpedia.org/resource/La_Marche,_Nièvre","La Marche"
"http://dbpedia.org/resource/La_Miel","La Miel (Panama)"
"http://dbpedia.org/resource/La_Pobla_de_Mafumet","La Pobla de Mafumet"
"http://dbpedia.org/resource/La_Sauvagère","La Sauvagère"
"http://dbpedia.org/resource/La_Séauve-sur-Semène","La Séauve-sur-Semène"
"http://dbpedia.org/resource/La_Torre_d'En_Besora","La Torre d'en Besora"
"http://dbpedia.org/resource/La_Vall_d'Ebo","Vall de Ebo"
"http://dbpedia.org/resource/La_Verpillière","La Verpillière"
"http://dbpedia.org/resource/Lafia","Lafia (Nigeria)"
"http://dbpedia.org/resource/Lago_del_Barbellino_Naturale","Lago del Barbellino Naturale"
"http://dbpedia.org/resource/Lago_della_Serraia","Lago della Serraia"
"http://dbpedia.org/resource/Lago_di_Guardialfiera","Lago di Guardialfiera"
"http://dbpedia.org/resource/Lake_Niegocin","Lago Niegocin"
"http://dbpedia.org/resource/Lake_Vagula","Vagula"
"http://dbpedia.org/resource/Lakselv","Lakselv"
"http://dbpedia.org/resource/Lalendorf","Lalendorf"
"http://dbpedia.org/resource/Lalling","Lalling"
"http://dbpedia.org/resource/Lalobbe","Lalobbe"
"http://dbpedia.org/resource/Lalpet","Lalpet"
"http://dbpedia.org/resource/Lalueza","Lalueza"
"http://dbpedia.org/resource/Lampa_District,_Paucar_del_Sara_Sara","Distretto di Lampa (Paucar del Sara Sara)"
"http://dbpedia.org/resource/Langenburg","Langenburg"
"http://dbpedia.org/resource/Langenegg","Langenegg"
"http://dbpedia.org/resource/Langerringen","Langerringen"
"http://dbpedia.org/resource/Langrickenbach","Langrickenbach"
"http://dbpedia.org/resource/Lanquetot","Lanquetot"
"http://dbpedia.org/resource/Lanslebourg-Mont-Cenis","Lanslebourg-Mont-Cenis"
"http://dbpedia.org/resource/Lanzada","Lanzada"
"http://dbpedia.org/resource/Lapenty","Lapenty"
"http://dbpedia.org/resource/Laspuña","Laspuña"
"http://dbpedia.org/resource/Lat_Lum_Kaeo_District","Distretto di Lat Lum Kaeo"
"http://dbpedia.org/resource/Lathom","Lathom"
"http://dbpedia.org/resource/Lauenbrück","Lauenbrück"
"http://dbpedia.org/resource/Lavarone","Lavarone"
"http://dbpedia.org/resource/Lavassaare","Lavassaare"
"http://dbpedia.org/resource/Laxe","Laxe"
"http://dbpedia.org/resource/Lazagurría","Lazagurría"
"http://dbpedia.org/resource/Laïta","Laïta"
"http://dbpedia.org/resource/Le_Louroux","Le Louroux"
"http://dbpedia.org/resource/Le_Roux,_Ardèche","Le Roux (Francia)"
"http://dbpedia.org/resource/Le_Roy,_Illinois","Le Roy (Illinois)"
"http://dbpedia.org/resource/Le_Tholonet","Le Tholonet"
"http://dbpedia.org/resource/Le_Trévoux","Le Trévoux"
"http://dbpedia.org/resource/Leadfield,_California","Leadfield"
"http://dbpedia.org/resource/Lech_(Vorarlberg)","Lech (fiume)"
"http://dbpedia.org/resource/Lech_(Vorarlberg)","Lech (Austria)"
"http://dbpedia.org/resource/Leggiuno","Leggiuno"
"http://dbpedia.org/resource/Leiben","Leiben"
"http://dbpedia.org/resource/Leioa","Leioa"
"http://dbpedia.org/resource/Lenzkirch","Lenzkirch"
"http://dbpedia.org/resource/Les_Autels","Les Autels"
"http://dbpedia.org/resource/Les_Chères","Les Chères"
"http://dbpedia.org/resource/Les_Fontenelles","Les Fontenelles"
"http://dbpedia.org/resource/Les_Mamelles","Les Mamelles"
"http://dbpedia.org/resource/Les_Pieux","Les Pieux"
"http://dbpedia.org/resource/Les_Sables-d'Olonne","Les Sables-d'Olonne"
"http://dbpedia.org/resource/Lestrem","Lestrem"
"http://dbpedia.org/resource/Leulinghen-Bernes","Leulinghen-Bernes"
"http://dbpedia.org/resource/Leyment","Leyment"
"http://dbpedia.org/resource/Liancourt","Liancourt"
"http://dbpedia.org/resource/Libas_Pur","Libas Pur"
"http://dbpedia.org/resource/Liberi","Liberi (Italia)"
"http://dbpedia.org/resource/Libore","Libore"
"http://dbpedia.org/resource/Libreville","Libreville"
"http://dbpedia.org/resource/Libušnje","Libussina"
"http://dbpedia.org/resource/Liercourt","Liercourt"
"http://dbpedia.org/resource/Liffol-le-Petit","Liffol-le-Petit"
"http://dbpedia.org/resource/Lilla_Tjärby","Lilla Tjärby"
"http://dbpedia.org/resource/Limendous","Limendous"
"http://dbpedia.org/resource/Linchuan_District","Distretto di Linchuan"
"http://dbpedia.org/resource/Linha_Nova","Linha Nova"
"http://dbpedia.org/resource/Linnell_Camp,_California","Linnell Camp"
"http://dbpedia.org/resource/Lion-en-Beauce","Lion-en-Beauce"
"http://dbpedia.org/resource/Loc-Envel","Loc-Envel"
"http://dbpedia.org/resource/Locmélar","Locmélar"
"http://dbpedia.org/resource/Locumba_District","Distretto di Locumba"
"http://dbpedia.org/resource/Lormes","Lormes"
"http://dbpedia.org/resource/Lorup","Lorup"
"http://dbpedia.org/resource/Los_Mártires","Los Mártires"
"http://dbpedia.org/resource/Lostwithiel","Lostwithiel"
"http://dbpedia.org/resource/Loubaut","Loubaut"
"http://dbpedia.org/resource/Louchats","Louchats"
"http://dbpedia.org/resource/Louvencourt","Louvencourt"
"http://dbpedia.org/resource/Louvie-Soubiron","Louvie-Soubiron"
"http://dbpedia.org/resource/Lovers_of_Valdaro","Amanti di Valdaro"
"http://dbpedia.org/resource/Ludhiana","Ludhiana"
"http://dbpedia.org/resource/Lugoff,_South_Carolina","Lugoff"
"http://dbpedia.org/resource/Luhuo_County","Contea di Luhuo"
"http://dbpedia.org/resource/Lukhovitsky_District","Luchovickij rajon"
"http://dbpedia.org/resource/Luvinate","Luvinate"
"http://dbpedia.org/resource/Lögdeå","Lögdeå"
"http://dbpedia.org/resource/Lüdershagen","Lüdershagen"
"http://dbpedia.org/resource/Ləkər","Ləkər"
"http://dbpedia.org/resource/M'Rara","M'Rara"
"http://dbpedia.org/resource/MacKlintok_Island","Isola di McClintock"
"http://dbpedia.org/resource/Machetá","Machetá"
"http://dbpedia.org/resource/Macomer","Macomer"
"http://dbpedia.org/resource/Mae_La_Noi_District","Distretto di Mae La Noi"
"http://dbpedia.org/resource/Magyar_Autonomous_Region","Provincia Autonoma Ungherese"
"http://dbpedia.org/resource/Mairengo","Mairengo"
"http://dbpedia.org/resource/Maktar","Maktar"
"http://dbpedia.org/resource/Maladers","Maladers"
"http://dbpedia.org/resource/Malý_Bor","Malý Bor"
"http://dbpedia.org/resource/Mangystau_Region","Regione di Mangghystau"
"http://dbpedia.org/resource/Mankhan,_Khovd","Distretto di Manhan"
"http://dbpedia.org/resource/Mannō,_Kagawa","Mannō"
"http://dbpedia.org/resource/Mantamados","Mantamados"
"http://dbpedia.org/resource/Mappano","Mappano"
"http://dbpedia.org/resource/Maquassi_Hills_Local_Municipality","Municipalità locale di Maquassy Hills"
"http://dbpedia.org/resource/Maramly","Maramly"
"http://dbpedia.org/resource/Marcabal_District","Distretto di Marcabal"
"http://dbpedia.org/resource/Marlinton,_West_Virginia","Marlinton"
"http://dbpedia.org/resource/Marquinho,_Paraná","Marquinho"
"http://dbpedia.org/resource/Marshall_Archipelago","Arcipelago Marshall"
"http://dbpedia.org/resource/Martelle,_Iowa","Martelle"
"http://dbpedia.org/resource/Marthon","Marthon"
"http://dbpedia.org/resource/Martovce","Martovce"
"http://dbpedia.org/resource/Marylebone","Marylebone"
"http://dbpedia.org/resource/Massagno","Massagno"
"http://dbpedia.org/resource/Massow","Massow"
"http://dbpedia.org/resource/Matala,_Angola","Matala (Angola)"
"http://dbpedia.org/resource/Matilla_de_los_Caños","Matilla de los Caños"
"http://dbpedia.org/resource/Matopi","Matopi"
"http://dbpedia.org/resource/Maulde","Maulde"
"http://dbpedia.org/resource/Maynardville,_Tennessee","Maynardville"
"http://dbpedia.org/resource/Mazıx","Mazıx"
"http://dbpedia.org/resource/Maâfa","Maafa (Algeria)"
"http://dbpedia.org/resource/Maël-Pestivien","Maël-Pestivien"
"http://dbpedia.org/resource/Mbacké","Mbacké"
"http://dbpedia.org/resource/McCaskill,_Arkansas","McCaskill"
"http://dbpedia.org/resource/Mehmand","Mehmand"
"http://dbpedia.org/resource/Meiringen","Meiringen"
"http://dbpedia.org/resource/Melamaiyur","Melamaiyur"
"http://dbpedia.org/resource/Melandaha_Upazila","Melandaha"
"http://dbpedia.org/resource/Meluco_District","Distretto di Meluco"
"http://dbpedia.org/resource/Melvern,_Kansas","Melvern"
"http://dbpedia.org/resource/Melč","Melč"
"http://dbpedia.org/resource/Mendeleev_(crater)","Cratere Mendeleev"
"http://dbpedia.org/resource/Mengjiang","Mengjiang"
"http://dbpedia.org/resource/Menthonnex-en-Bornes","Menthonnex-en-Bornes"
"http://dbpedia.org/resource/Merdja_Sidi_Abed","Merdja Sidi Abed"
"http://dbpedia.org/resource/Messenian_Gulf","Golfo di Messenia"
"http://dbpedia.org/resource/Messier_85","M85 (astronomia)"
"http://dbpedia.org/resource/Metchosin","Metchosin"
"http://dbpedia.org/resource/Metropolitan_City_of_Genoa","Città metropolitana di Genova"
"http://dbpedia.org/resource/Meybod","Meybod"
"http://dbpedia.org/resource/Michigan_Plateau","Michigan Plateau"
"http://dbpedia.org/resource/Midleton","Midleton"
"http://dbpedia.org/resource/Milhostov","Milhostov"
"http://dbpedia.org/resource/Mill_Glacier","Ghiacciaio Mill"
"http://dbpedia.org/resource/Miller_Place,_New_York","Miller Place"
"http://dbpedia.org/resource/Miltern","Miltern"
"http://dbpedia.org/resource/Mindszent","Mindszent"
"http://dbpedia.org/resource/Mirafuentes","Mirafuentes"
"http://dbpedia.org/resource/Mischendorf","Mischendorf"
"http://dbpedia.org/resource/Mishan","Mishan"
"http://dbpedia.org/resource/Missolonghi","Missolungi"
"http://dbpedia.org/resource/Mittelhof","Mittelhof"
"http://dbpedia.org/resource/Mitterskirchen","Mitterskirchen"
"http://dbpedia.org/resource/Moineville","Moineville"
"http://dbpedia.org/resource/Mojokerto","Mojokerto"
"http://dbpedia.org/resource/Mollebaya_District","Distretto di Mollebaya"
"http://dbpedia.org/resource/Mollégès","Mollégès"
"http://dbpedia.org/resource/Monfréville","Monfréville"
"http://dbpedia.org/resource/Monserrate","Monserrate"
"http://dbpedia.org/resource/Mont_de_Gébroulaz","Monte Gébroulaz"
"http://dbpedia.org/resource/Montazeau","Montazeau"
"http://dbpedia.org/resource/Monte_Aloia","Monte Aloia"
"http://dbpedia.org/resource/Monte_Chiappo","Monte Chiappo"
"http://dbpedia.org/resource/Monte_Cornagera","Monte Cornagera"
"http://dbpedia.org/resource/Monte_Grammondo","Monte Grammondo"
"http://dbpedia.org/resource/Monte_Mutria","Monte Mutria"
"http://dbpedia.org/resource/Monte_Porche","Monte Porche"
"http://dbpedia.org/resource/Monte_Terminillo","Monte Terminillo"
"http://dbpedia.org/resource/Montepuez_District","Distretto di Montepuez"
"http://dbpedia.org/resource/Monthieux","Monthieux"
"http://dbpedia.org/resource/Montpinchon","Montpinchon"
"http://dbpedia.org/resource/Montrem","Montrem"
"http://dbpedia.org/resource/Mopti","Regione di Mopti"
"http://dbpedia.org/resource/Mopti","Mopti"
"http://dbpedia.org/resource/Morainvilliers","Morainvilliers"
"http://dbpedia.org/resource/Morganfield,_Kentucky","Morganfield"
"http://dbpedia.org/resource/Mortery","Mortery"
"http://dbpedia.org/resource/Moscow_Zoo","Zoo di Mosca"
"http://dbpedia.org/resource/Moses_Lake_North,_Washington","Moses Lake North"
"http://dbpedia.org/resource/Motheo_District_Municipality","Municipalità distrettuale di Motheo"
"http://dbpedia.org/resource/Mottier","Mottier"
"http://dbpedia.org/resource/Moulay_Idriss_Zerhoun","Moulay Idriss Zerhoun"
"http://dbpedia.org/resource/Mountainous_Republic_of_the_Northern_Caucasus","Repubblica delle Montagne del Caucaso Settentrionale"
"http://dbpedia.org/resource/Mouroux","Mouroux"
"http://dbpedia.org/resource/Mueang_Ranong_District","Distretto di Mueang Ranong"
"http://dbpedia.org/resource/Mufumbwe_District","Distretto di Mufumbwe"
"http://dbpedia.org/resource/Mulki,_India","Mulki"
"http://dbpedia.org/resource/Muruqoba","Muruqoba"
"http://dbpedia.org/resource/Muránska_Huta","Muránska Huta"
"http://dbpedia.org/resource/Mušov","Mušov"
"http://dbpedia.org/resource/Mátraterenye","Mátraterenye"
"http://dbpedia.org/resource/Mâchecourt","Mâchecourt"
"http://dbpedia.org/resource/Mänttä-Vilppula","Mänttä-Vilppula"
"http://dbpedia.org/resource/Móng_Cái","Móng Cái"
"http://dbpedia.org/resource/Mělník_District","Distretto di Mělník"
"http://dbpedia.org/resource/NGC_4314","NGC 4314"
"http://dbpedia.org/resource/Nador","Nador"
"http://dbpedia.org/resource/Nagydorog","Nagydorog"
"http://dbpedia.org/resource/Nainital_Cantonment","Nainital Cantonment"
"http://dbpedia.org/resource/Namdong_District","Distretto di Namdong"
"http://dbpedia.org/resource/Namounou_Department","Namounou"
"http://dbpedia.org/resource/Nampont","Nampont"
"http://dbpedia.org/resource/Nanjangud","Nanjangud"
"http://dbpedia.org/resource/Nauroy","Nauroy"
"http://dbpedia.org/resource/Navassa,_North_Carolina","Navassa (Carolina del Nord)"
"http://dbpedia.org/resource/Nağıoba","Nağıoba"
"http://dbpedia.org/resource/Nedachlebice","Nedachlebice"
"http://dbpedia.org/resource/Negrete","Negrete"
"http://dbpedia.org/resource/Nemenčinė","Nemenčinė"
"http://dbpedia.org/resource/Nemetsky_Peninsula","Penisola Nemeckij"
"http://dbpedia.org/resource/Neslette","Neslette"
"http://dbpedia.org/resource/Nesodden","Nesodden"
"http://dbpedia.org/resource/Nesselwängle","Nesselwängle"
"http://dbpedia.org/resource/Nessonas","Nessonas"
"http://dbpedia.org/resource/Netawaka,_Kansas","Netawaka"
"http://dbpedia.org/resource/Neu_Gaarz","Neu Gaarz"
"http://dbpedia.org/resource/Neuton_Chikhli_Kalan","Neuton Chikhli Kalan"
"http://dbpedia.org/resource/New_Bern,_North_Carolina","New Bern"
"http://dbpedia.org/resource/Niala,_Mali","Niala"
"http://dbpedia.org/resource/Niederbruck","Niederbruck"
"http://dbpedia.org/resource/Niederhambach","Niederhambach"
"http://dbpedia.org/resource/Niedernwöhren","Niedernwöhren"
"http://dbpedia.org/resource/Niedersachswerfen","Niedersachswerfen"
"http://dbpedia.org/resource/Niéméné","Niéméné"
"http://dbpedia.org/resource/Noragugume","Noragugume"
"http://dbpedia.org/resource/Norsesund","Norsesund"
"http://dbpedia.org/resource/North_Gorontalo_Regency","Reggenza di Gorontalo Settentrionale"
"http://dbpedia.org/resource/North_Merrick,_New_York","North Merrick"
"http://dbpedia.org/resource/North_Patchogue,_New_York","North Patchogue"
"http://dbpedia.org/resource/Northern_Nigeria_Protectorate","Protettorato della Nigeria settentrionale"
"http://dbpedia.org/resource/Nueva_Carteya","Nueva Carteya"
"http://dbpedia.org/resource/Oacoma,_South_Dakota","Oacoma"
"http://dbpedia.org/resource/Oberfischbach","Oberfischbach"
"http://dbpedia.org/resource/Oberschlierbach","Oberschlierbach"
"http://dbpedia.org/resource/Obertilliach","Obertilliach"
"http://dbpedia.org/resource/Odcombe","Odcombe"
"http://dbpedia.org/resource/Ogoudou","Ogoudou"
"http://dbpedia.org/resource/Ojojona","Ojojona"
"http://dbpedia.org/resource/Olba,_Aragon","Olba"
"http://dbpedia.org/resource/Olmaliq","Olmaliq"
"http://dbpedia.org/resource/Omega2_Aquarii","Omega2 Aquarii"
"http://dbpedia.org/resource/Onslunda","Onslunda"
"http://dbpedia.org/resource/Oostzaan","Oostzaan"
"http://dbpedia.org/resource/Oris-en-Rattier","Oris-en-Rattier"
