"QALD id"	"match status"	"QALD question"	"QueGG question"	"QALD SPARQL query"	"QueGG SPARQL query"	"TP"	"FP"	"FN"	"Precision"	"Recall"	"F-Measure"
"21"	"0.0"	"¿Quién descubrió Ceres?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer> ?uri . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"22"	"0.0"	"¿Por qué río cruza la Brooklyn Bridge?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Brooklyn_Bridge dbo:crosses ?uri . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"23"	"0.0"	"¿Quién era llamado Frank The Tank?"		"PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbp:nickname 'The Tiger'@en . 
}"		"0.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"
"24"	"0.0"	"¿Cuál es el país más grande del mundo?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/areaTotal> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"25"	"0.0"	"¿Quién es el alcalde de París?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?uri . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"26"	"0.0"	"¿Quién es el entrenador del equipo de hockey sobre hielo de Ankara?"		"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Ankara> . ?x <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Turkish_Ice_Hockey_First_League> . ?x <http://dbpedia.org/ontology/coach> ?uri . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"27"	"0.0"	"¿Quien es el alcalde de la capital de la Polinesia Francesa?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        res:Russia dbo:capital ?x .
        ?x dbo:leaderName ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"28"	"0.0"	"¿Qué premios ha ganado Douglas Hofstadter?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
        res:Douglas_Hofstadter dbo:award ?uri .
}"		"0.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"
"29"	"0.0"	"¿Cuánto cuesta la película de Lego?"		"SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/The_Lego_Movie> <http://dbpedia.org/ontology/budget> ?n . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"30"	"0.0"	"¿Dónde empieza Piccadilly?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/routeStart> <http://dbpedia.org/resource/Piccadilly>. } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"31"	"0.0"	"¿Tienen el príncipe Harry y el prínciple William la misma madre?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE { 
        <http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge> dbo:parent ?x . 
        <http://dbpedia.org/resource/Prince_Harry> dbo:parent ?x .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"32"	"0.0"	"¿Quien actuó como el agente Smith en Matrix?"		"PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Agent_Smith dbp:portrayer ?uri . 
}"		"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"
"33"	"0.0"	"¿Cuántos idiomas se hablan en Turkmenistán?"		"SELECT (COUNT(DISTINCT ?x) as ?c) WHERE {  <http://dbpedia.org/resource/Turkmenistan> <http://dbpedia.org/ontology/language> ?x . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"34"	"0.0"	"¿En qué películas actúan Julia Roberts y Richard Gere?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Julia_Roberts> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Richard_Gere> . } "		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"35"	"0.0"	"¿En qué país nace el Ganges?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:Ganges <http://dbpedia.org/property/mouthLocation> ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"36"	"0.0"	"¿En que año nació Rachel Stevens?"		"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"37"	"0.0"	"¿Es Barack Obama demócrata?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
        res:Barack_Obama dbo:party <http://dbpedia.org/resource/Democratic_Party_(United_States)> . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"38"	"0.0"	"¿Dónde nació Bach?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Johann_Sebastian_Bach dbo:birthPlace ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"39"	"0.0"	"¿Cuántas veces ha estado casada Jane Fonda?"		"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Jane_Fonda> <http://dbpedia.org/ontology/spouse> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"40"	"0.0"	"¿Quién fue el primero en ascender al Monte Everest?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
          res:Mount_Everest dbo:firstAscentPerson ?uri . 
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"41"	"0.0"	"¿Cuántas personas viven en Polonia?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/populationTotal> ?uri . }  "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"42"	"0.0"	"¿Donde están situadas las Casas del Parlamento?"		"SELECT ?uri WHERE {  <http://dbpedia.org/resource/Palace_of_Westminster> <http://dbpedia.org/ontology/location> ?uri . } "		"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"
"43"	"0.0"	"¿Actúa Christian Bale en Batman Begins?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Batman_Begins dbo:starring res:Christian_Bale .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"44"	"0.0"	"¿En qué país se encuentra el lago Limerick?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:Limerick_Lake dbo:country ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"45"	"0.0"	"¿Cuál fue la última película con Alec Guinness?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Alec_Guinness> .  ?uri <http://dbpedia.org/ontology/releaseDate> ?date . } ORDER BY DESC(?date) LIMIT 1 "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"46"	"0.0"	"¿Cuál es la montaña más alta de Australia?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Australia .
        ?uri dbo:elevation ?elevation .
} 
ORDER BY DESC(?elevation) LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"47"	"0.0"	"¿Todavía vive Frank Herbert?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	OPTIONAL { res:Frank_Herbert dbo:deathDate ?date . }
        FILTER (!BOUND(?date))
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"48"	"0.0"	"¿Quién creó  Padre de familia?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator> ?uri . }  "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"49"	"0.0"	"¿Cuál es la idioma oficial de Surinam?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Suriname dbo:officialLanguage ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"50"	"0.0"	"¿Quién escribió la canción Hotel California?"4""		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer> ?uri . }"		"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"
"51"	"0.0"	"Dame todos los actores de películas dirigidas por William Shatner."		"SELECT DISTINCT ?uri WHERE {  ?x <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/William_Shatner> .  ?x <http://dbpedia.org/ontology/starring> ?uri . } "		"0.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"
"52"	"0.0"	"¿Qué contiene una galleta de chocolate?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chocolate_chip_cookie> <http://dbpedia.org/ontology/ingredient> ?uri . }"		"0.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"
"53"	"0.0"	"Dame todos las skateboarders profesionales de Suecia."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:occupation res:Skateboarding . 
        { ?uri dbo:birthPlace res:Sweden . }
        UNION
        { ?uri dbo:birthPlace ?place . 
          ?place dbo:country res:Sweden . }
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"54"	"0.0"	"¿Qué ingredientes son necesarios para una tarta de zanahorias?"		"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Carrot_cake> <http://dbpedia.org/ontology/ingredient> ?uri . } "		"0.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"
"55"	"0.0"	"¿juega Neymar en el Real Madrid?"		"ASK WHERE { <http://dbpedia.org/resource/Neymar> <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Real_Madrid_C.F.> . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"56"	"0.0"	"¿Qué ingeniero informático ganó un Oscar?"		"SELECT DISTINCT ?uri WHERE { { ?uri <http://dbpedia.org/ontology/field> <http://dbpedia.org/resource/Computer_science> . } UNION { ?uri <http://purl.org/dc/elements/1.1/description> ?s . FILTER regex(?s,'computer scientist','i') } ?uri <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Academy_Awards> . } "		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"57"	"0.0"	"¿Cuántas compañías fueron fundadas en el mismo año que Google?"		"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company> .  ?uri <http://dbpedia.org/ontology/foundingYear> ?year .  <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/foundingYear> ?year . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"58"	"0.0"	"¿En qué ciudad del reino unido se encuentra el cuartel genetal del MI6?"		"PREFIX res: <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE { 
        res:Secret_Intelligence_Service dbo:headquarter ?uri . 
        ?uri dbo:country res:United_Kingdom . 
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"59"	"0.0"	"¿Fué la crisis de cuba antes de la invasión de bahía de cochinos?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Cuban_Missile_Crisis dbo:date ?x .
	res:Bay_of_Pigs_Invasion dbo:date ?y .
	FILTER (?x < ?y)
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"60"	"0.0"	"¿Qué abrevia IYCM?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:abbreviation 'IYCM' .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"61"	"0.0"	"¿Cuándo se disolvió la dinastía de Ming?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?date
WHERE {  
        res:Empire_of_Japan dbo:dissolutionDate ?date .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"62"	"0.0"	"Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"63"	"0.0"	"¿Cuál es la población total de Melbourne, Florida?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT ?uri 
WHERE { 
        <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"64"	"0.0"	"¿Fue Arnold Schwarzenegger a la universidad?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        res:Arnold_Schwarzenegger dbo:almaMater ?x .
        ?x rdf:type dbo:University .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"65"	"0.0"	"¿En que país esta el monte Everest?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Mount_Everest dbo:locatedInArea ?uri . 
        ?uri rdf:type dbo:Country .
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"66"	"0.0"	"¿Cuál es la cuidad más grande de Australia?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Australia dbo:largestCity ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"67"	"0.0"	"Dame todas las plataformas de lanzamiento operadas por la NASA."		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri rdf:type dbo:LaunchPad .  
        ?uri dbo:operator res:NASA . 
}"		"0.0"	"0.0"	"14.0"	"0.0"	"0.0"	"0.0"
"68"	"0.0"	"¿Quién es el alcalde de Tel Aviv?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Florence dbo:leaderName ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"69"	"0.0"	"Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        ?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"70"	"0.0"	"¿Quién creó Batman?"		"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator> ?uri . } "		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"71"	"0.0"	"¿Quién interpreto a Gus Fring en Breaking Bad?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"72"	"0.0"	"¿En qué lenguaje de programación esta programado GIMP?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:GIMP dbo:programmingLanguage ?uri .
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"73"	"0.0"	"En que imperio antiguo pagaría con granos de cacao?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . }"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"74"	"0.0"	"¿Quién es el editor de Forbes?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"75"	"0.0"	"¿Cuánta gente vive en la capital de Australia?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"76"	"0.0"	"¿Qué surfistas profesionales nacieron en Australia?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"77"	"0.0"	"¿Qué compañías de electrónica fueron fundadas en Pekín?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . }"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"78"	"0.0"	"Dame todos los videojuegos de Mean Hamster Software."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
      ?uri rdf:type dbo:VideoGame .
      ?uri dbo:publisher res:Mean_Hamster_Software . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
