id,question,sparql,answer,answer,frame
19,Qual è l'editor di Cristoforo Colombo miniserie televisiva?,select  ?o    {    <http://dbpedia.org/resource/Christopher_Columbus_(miniseries)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Russell_Lloyd_(film_editor),,NPP
20,Qual era l'editor di Cortex rivista?,select  ?o    {    <http://dbpedia.org/resource/Cortex_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Sergio_Della_Sala,,NPP
21,Qual è l'editor di Cortex rivista?,select  ?o    {    <http://dbpedia.org/resource/Cortex_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Sergio_Della_Sala,,NPP
22,Qual era l'editor di Hana to yume?,select  ?o    {    <http://dbpedia.org/resource/Hana_to_Yume> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Hideyuki_Takada,,NPP
23,Qual è l'editor di Hana to yume?,select  ?o    {    <http://dbpedia.org/resource/Hana_to_Yume> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Hideyuki_Takada,,NPP
24,Qual era l'editor di Olocausto miniserie televisiva?,select  ?o    {    <http://dbpedia.org/resource/Holocaust_(miniseries)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Stephen_A._Rotter,,NPP
25,Qual è l'editor di Olocausto miniserie televisiva?,select  ?o    {    <http://dbpedia.org/resource/Holocaust_(miniseries)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Stephen_A._Rotter,,NPP
26,Qual era l'editor di Icarus rivista?,select  ?o    {    <http://dbpedia.org/resource/Icarus_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Rosaly_Lopes,Rosaly Lopes,NPP
27,Qual è l'editor di Icarus rivista?,select  ?o    {    <http://dbpedia.org/resource/Icarus_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Rosaly_Lopes,Rosaly Lopes,NPP
28,Qual era l'editor di Plant Physiology?,select  ?o    {    <http://dbpedia.org/resource/Plant_Physiology_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Michael_R._Blatt,,NPP
29,Qual è l'editor di Plant Physiology?,select  ?o    {    <http://dbpedia.org/resource/Plant_Physiology_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Michael_R._Blatt,,NPP
30,Qual era l'editor di Steven 7 anni: rapito?,select  ?o    {    <http://dbpedia.org/resource/I_Know_My_First_Name_Is_Steven> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Peter_V._White,,NPP
31,Qual è l'editor di Steven 7 anni: rapito?,select  ?o    {    <http://dbpedia.org/resource/I_Know_My_First_Name_Is_Steven> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Peter_V._White,,NPP
32,Qual era l'editor di The Month?,select  ?o    {    <http://dbpedia.org/resource/The_Month> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Frances_Margaret_Taylor,,NPP
33,Qual è l'editor di The Month?,select  ?o    {    <http://dbpedia.org/resource/The_Month> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Frances_Margaret_Taylor,,NPP
34,Qual era l'editor di PLOS ONE?,select  ?o    {    <http://dbpedia.org/resource/PLOS_One> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Emily_Chenette,,NPP
35,Qual è l'editor di PLOS ONE?,select  ?o    {    <http://dbpedia.org/resource/PLOS_One> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Emily_Chenette,,NPP
36,Qual era l'editor di Aftenposten?,select  ?o    {    <http://dbpedia.org/resource/Aftenposten> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Trine_Eilertsen,,NPP
37,Qual è l'editor di Aftenposten?,select  ?o    {    <http://dbpedia.org/resource/Aftenposten> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Trine_Eilertsen,,NPP
38,Qual era l'editor di Aftershock - Terremoto a New York?,select  ?o    {    <http://dbpedia.org/resource/Aftershock:_Earthquake_in_New_York> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Christopher_Rouse_(film_editor),Christopher Rouse,NPP
39,Qual è l'editor di Aftershock - Terremoto a New York?,select  ?o    {    <http://dbpedia.org/resource/Aftershock:_Earthquake_in_New_York> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Christopher_Rouse_(film_editor),Christopher Rouse,NPP
40,Qual era l'editor di Alex Haley's Queen?,select  ?o    {    <http://dbpedia.org/resource/Alex_Haley's_Queen> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/James_Galloway_(film_editor),,NPP
41,Qual è l'editor di Alex Haley's Queen?,select  ?o    {    <http://dbpedia.org/resource/Alex_Haley's_Queen> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/James_Galloway_(film_editor),,NPP
42,Qual era l'editor di Alexander: The Other Side of Dawn?,select  ?o    {    <http://dbpedia.org/resource/Alexander:_The_Other_Side_of_Dawn> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Neil_Travis,,NPP
43,Qual è l'editor di Alexander: The Other Side of Dawn?,select  ?o    {    <http://dbpedia.org/resource/Alexander:_The_Other_Side_of_Dawn> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Neil_Travis,,NPP
44,Qual era l'editor di Analytical Chemistry?,select  ?o    {    <http://dbpedia.org/resource/Analytical_Chemistry_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Jonathan_V._Sweedler,,NPP
45,Qual è l'editor di Analytical Chemistry?,select  ?o    {    <http://dbpedia.org/resource/Analytical_Chemistry_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Jonathan_V._Sweedler,,NPP
46,Qual era l'editor di Handelsblatt?,select  ?o    {    <http://dbpedia.org/resource/Handelsblatt> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Sebastian_Matthes,,NPP
47,Qual è l'editor di Handelsblatt?,select  ?o    {    <http://dbpedia.org/resource/Handelsblatt> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Sebastian_Matthes,,NPP
48,Qual era l'editor di Harper's Magazine?,select  ?o    {    <http://dbpedia.org/resource/Harper's_Magazine> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/John_R._MacArthur,,NPP
49,Qual è l'editor di Harper's Magazine?,select  ?o    {    <http://dbpedia.org/resource/Harper's_Magazine> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/John_R._MacArthur,,NPP
50,Qual era l'editor di Harvard Business Review?,select  ?o    {    <http://dbpedia.org/resource/Harvard_Business_Review> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Adi_Ignatius,,NPP
51,Qual è l'editor di Harvard Business Review?,select  ?o    {    <http://dbpedia.org/resource/Harvard_Business_Review> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Adi_Ignatius,,NPP
52,Qual era l'editor di Cuore di campione film 1985?,select  ?o    {    <http://dbpedia.org/resource/Heart_of_a_Champion:_The_Ray_Mancini_Story> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Peter_E._Berger,,NPP
53,Qual è l'editor di Cuore di campione film 1985?,select  ?o    {    <http://dbpedia.org/resource/Heart_of_a_Champion:_The_Ray_Mancini_Story> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Peter_E._Berger,,NPP
54,Qual era l'editor di Heavy Metal rivista?,select  ?o    {    <http://dbpedia.org/resource/Heavy_Metal_(magazine)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Tim_Seeley,,NPP
55,Qual è l'editor di Heavy Metal rivista?,select  ?o    {    <http://dbpedia.org/resource/Heavy_Metal_(magazine)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Tim_Seeley,,NPP
56,Qual era l'editor di Helsingin Sanomat?,select  ?o    {    <http://dbpedia.org/resource/Helsingin_Sanomat> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Kaius_Niemi,,NPP
57,Qual è l'editor di Helsingin Sanomat?,select  ?o    {    <http://dbpedia.org/resource/Helsingin_Sanomat> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Kaius_Niemi,,NPP
58,Qual era l'editor di Het Belang van Limburg?,select  ?o    {    <http://dbpedia.org/resource/Het_Belang_van_Limburg> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Ivo_Vandekerckhove,,NPP
59,Qual è l'editor di Het Belang van Limburg?,select  ?o    {    <http://dbpedia.org/resource/Het_Belang_van_Limburg> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Ivo_Vandekerckhove,,NPP
60,Qual era l'editor di Applied Acoustics?,select  ?o    {    <http://dbpedia.org/resource/Applied_Acoustics> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/K.M._Li,,NPP
61,Qual è l'editor di Applied Acoustics?,select  ?o    {    <http://dbpedia.org/resource/Applied_Acoustics> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/K.M._Li,,NPP
62,Qual era l'editor di Applied Organometallic Chemistry?,select  ?o    {    <http://dbpedia.org/resource/Applied_Organometallic_Chemistry> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Cornelis_J._Elsevier,,NPP
63,Qual è l'editor di Applied Organometallic Chemistry?,select  ?o    {    <http://dbpedia.org/resource/Applied_Organometallic_Chemistry> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Cornelis_J._Elsevier,,NPP
64,Qual era l'editor di Lucky/Chances?,select  ?o    {    <http://dbpedia.org/resource/Lucky_Chances> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/James_Galloway_(film_editor),,NPP
65,Qual è l'editor di Lucky/Chances?,select  ?o    {    <http://dbpedia.org/resource/Lucky_Chances> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/James_Galloway_(film_editor),,NPP
66,Qual era l'editor di Luisa Sanfelice miniserie televisiva 2004?,select  ?o    {    <http://dbpedia.org/resource/Luisa_Sanfelice_(2004_film)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Roberto_Perpignani,Roberto Perpignani,NPP
67,Qual è l'editor di Luisa Sanfelice miniserie televisiva 2004?,select  ?o    {    <http://dbpedia.org/resource/Luisa_Sanfelice_(2004_film)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Roberto_Perpignani,Roberto Perpignani,NPP
68,Qual era l'editor di Mad Magazine?,select  ?o    {    <http://dbpedia.org/resource/Mad_(magazine)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Bill_Morrison_(comics),,NPP
69,Qual è l'editor di Mad Magazine?,select  ?o    {    <http://dbpedia.org/resource/Mad_(magazine)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Bill_Morrison_(comics),,NPP
70,Qual era l'editor di Magma - Disastro infernale?,select  ?o    {    <http://dbpedia.org/resource/Magma:_Volcanic_Disaster> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/John_Quinn_(film_editor),,NPP
71,Qual è l'editor di Magma - Disastro infernale?,select  ?o    {    <http://dbpedia.org/resource/Magma:_Volcanic_Disaster> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/John_Quinn_(film_editor),,NPP
72,Qual era l'editor di Dawn quotidiano?,select  ?o    {    <http://dbpedia.org/resource/Dawn_(newspaper)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Zaffar_Abbas,,NPP
73,Qual è l'editor di Dawn quotidiano?,select  ?o    {    <http://dbpedia.org/resource/Dawn_(newspaper)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Zaffar_Abbas,,NPP
74,Qual era l'editor di Die Welt?,select  ?o    {    <http://dbpedia.org/resource/Die_Welt> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Dagmar_Rosenfeld,,NPP
75,Qual è l'editor di Die Welt?,select  ?o    {    <http://dbpedia.org/resource/Die_Welt> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Dagmar_Rosenfeld,,NPP
76,Qual era l'editor di La Voce quotidiano?,select  ?o    {    <http://dbpedia.org/resource/La_Voce_(newspaper)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Indro_Montanelli,Indro Montanelli,NPP
77,Qual è l'editor di La Voce quotidiano?,select  ?o    {    <http://dbpedia.org/resource/La_Voce_(newspaper)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Indro_Montanelli,Indro Montanelli,NPP
78,Qual era l'editor di Language rivista?,select  ?o    {    <http://dbpedia.org/resource/Language_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Andries_Coetzee_(linguist),,NPP
79,Qual è l'editor di Language rivista?,select  ?o    {    <http://dbpedia.org/resource/Language_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Andries_Coetzee_(linguist),,NPP
80,Qual era l'editor di Language Learning rivista?,select  ?o    {    <http://dbpedia.org/resource/Language_Learning_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Nick_Ellis,,NPP
81,Qual è l'editor di Language Learning rivista?,select  ?o    {    <http://dbpedia.org/resource/Language_Learning_(journal)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Nick_Ellis,,NPP
82,Qual era l'editor di Limonka?,select  ?o    {    <http://dbpedia.org/resource/Limonka_(newspaper)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Eduard_Limonov,Ėduard Limonov,NPP
83,Qual è l'editor di Limonka?,select  ?o    {    <http://dbpedia.org/resource/Limonka_(newspaper)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Eduard_Limonov,Ėduard Limonov,NPP
84,Qual era l'editor di Lingvo internacia rivista?,select  ?o    {    <http://dbpedia.org/resource/Lingvo_Internacia_(periodical)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Théophile_Cart,Théophile Cart,NPP
85,Qual è l'editor di Lingvo internacia rivista?,select  ?o    {    <http://dbpedia.org/resource/Lingvo_Internacia_(periodical)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Théophile_Cart,Théophile Cart,NPP
86,Qual era l'editor di The Star-Ledger?,select  ?o    {    <http://dbpedia.org/resource/The_Star-Ledger> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Kevin_Whitmer,,NPP
87,Qual è l'editor di The Star-Ledger?,select  ?o    {    <http://dbpedia.org/resource/The_Star-Ledger> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Kevin_Whitmer,,NPP
88,Qual era l'editor di Genome Biology?,select  ?o    {    <http://dbpedia.org/resource/Genome_Biology> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Barbara_Cheifet,,NPP
89,Qual è l'editor di Genome Biology?,select  ?o    {    <http://dbpedia.org/resource/Genome_Biology> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Barbara_Cheifet,,NPP
90,Qual era l'editor di Het Nieuwsblad?,select  ?o    {    <http://dbpedia.org/resource/Het_Nieuwsblad> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Guy_Fransen,,NPP
91,Qual è l'editor di Het Nieuwsblad?,select  ?o    {    <http://dbpedia.org/resource/Het_Nieuwsblad> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Guy_Fransen,,NPP
92,Qual era l'editor di The Astrophysical Journal?,select  ?o    {    <http://dbpedia.org/resource/The_Astrophysical_Journal> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Ethan_Vishniac,,NPP
93,Qual è l'editor di The Astrophysical Journal?,select  ?o    {    <http://dbpedia.org/resource/The_Astrophysical_Journal> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Ethan_Vishniac,,NPP
94,Qual era l'editor di Şalom?,select  ?o    {    <http://dbpedia.org/resource/Şalom> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Yakup_Barokas,,NPP
95,Qual è l'editor di Şalom?,select  ?o    {    <http://dbpedia.org/resource/Şalom> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Yakup_Barokas,,NPP
96,Qual era l'editor di Papa Giovanni - Ioannes XXIII?,select  ?o    {    <http://dbpedia.org/resource/John_XXIII:_The_Pope_of_Peace> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Antonio_Siciliano,Antonio Siciliano,NPP
97,Qual è l'editor di Papa Giovanni - Ioannes XXIII?,select  ?o    {    <http://dbpedia.org/resource/John_XXIII:_The_Pope_of_Peace> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Antonio_Siciliano,Antonio Siciliano,NPP
98,Qual era l'editor di Mondoperaio?,select  ?o    {    <http://dbpedia.org/resource/Mondoperaio> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Luigi_Covatta,Luigi Covatta,NPP
99,Qual è l'editor di Mondoperaio?,select  ?o    {    <http://dbpedia.org/resource/Mondoperaio> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Luigi_Covatta,Luigi Covatta,NPP
100,Qual era l'editor di ACS Chemical Biology?,select  ?o    {    <http://dbpedia.org/resource/ACS_Chemical_Biology> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Laura_L._Kiessling,,NPP
101,Qual è l'editor di ACS Chemical Biology?,select  ?o    {    <http://dbpedia.org/resource/ACS_Chemical_Biology> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Laura_L._Kiessling,,NPP
102,Qual era l'editor di ACS Nano?,select  ?o    {    <http://dbpedia.org/resource/ACS_Nano> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Paul_Weiss_(nanoscientist),,NPP
103,Qual è l'editor di ACS Nano?,select  ?o    {    <http://dbpedia.org/resource/ACS_Nano> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Paul_Weiss_(nanoscientist),,NPP
104,Qual era l'editor di Mob City?,select  ?o    {    <http://dbpedia.org/resource/Mob_City> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Hunter_Via,,NPP
105,Qual è l'editor di Mob City?,select  ?o    {    <http://dbpedia.org/resource/Mob_City> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Hunter_Via,,NPP
106,Qual era l'editor di Moby Dick miniserie televisiva 2011?,select  ?o    {    <http://dbpedia.org/resource/Moby_Dick_(2011_miniseries)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Dean_Soltys,,NPP
107,Qual è l'editor di Moby Dick miniserie televisiva 2011?,select  ?o    {    <http://dbpedia.org/resource/Moby_Dick_(2011_miniseries)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Dean_Soltys,,NPP
108,Qual era l'editor di Violazione del codice morale?,select  ?o    {    <http://dbpedia.org/resource/Money_on_the_Side> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Donald_R._Rode,,NPP
109,Qual è l'editor di Violazione del codice morale?,select  ?o    {    <http://dbpedia.org/resource/Money_on_the_Side> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Donald_R._Rode,,NPP
110,Qual era l'editor di Monte Walsh - Il nome della giustizia?,select  ?o    {    <http://dbpedia.org/resource/Monte_Walsh_(2003_film)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/American_Cinema_Editors,American Cinema Editors,NPP
111,Qual è l'editor di Monte Walsh - Il nome della giustizia?,select  ?o    {    <http://dbpedia.org/resource/Monte_Walsh_(2003_film)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/American_Cinema_Editors,American Cinema Editors,NPP
112,Qual era l'editor di Monthly Review?,select  ?o    {    <http://dbpedia.org/resource/Monthly_Review> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/John_Bellamy_Foster,,NPP
113,Qual è l'editor di Monthly Review?,select  ?o    {    <http://dbpedia.org/resource/Monthly_Review> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/John_Bellamy_Foster,,NPP
114,Qual era l'editor di Morgunblaðið?,select  ?o    {    <http://dbpedia.org/resource/Morgunblaðið> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Davíð_Oddsson,Davíð Oddsson,NPP
115,Qual è l'editor di Morgunblaðið?,select  ?o    {    <http://dbpedia.org/resource/Morgunblaðið> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Davíð_Oddsson,Davíð Oddsson,NPP
116,Qual era l'editor di Mother Jones periodico?,select  ?o    {    <http://dbpedia.org/resource/Mother_Jones_(magazine)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Clara_Jeffery,,NPP
117,Qual è l'editor di Mother Jones periodico?,select  ?o    {    <http://dbpedia.org/resource/Mother_Jones_(magazine)> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Clara_Jeffery,,NPP
118,Qual era l'editor di Mrs. Harris?,select  ?o    {    <http://dbpedia.org/resource/Mrs._Harris> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Lee_Percy,,NPP
119,Qual è l'editor di Mrs. Harris?,select  ?o    {    <http://dbpedia.org/resource/Mrs._Harris> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Lee_Percy,,NPP
120,Qual era l'editor di Assassinio nello spazio?,select  ?o    {    <http://dbpedia.org/resource/Murder_in_Space> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Rit_Wallis,,NPP
121,Qual è l'editor di Assassinio nello spazio?,select  ?o    {    <http://dbpedia.org/resource/Murder_in_Space> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Rit_Wallis,,NPP
122,Qual era l'editor di Agatha Christie: Delitto in tre atti?,select  ?o    {    <http://dbpedia.org/resource/Murder_in_Three_Acts> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Neil_Roach,,NPP
123,Qual è l'editor di Agatha Christie: Delitto in tre atti?,select  ?o    {    <http://dbpedia.org/resource/Murder_in_Three_Acts> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Neil_Roach,,NPP
124,Qual era l'editor di Io e il Duce?,select  ?o    {    <http://dbpedia.org/resource/Mussolini_and_I> <http://dbpedia.org/ontology/editor>  ?o    },http://dbpedia.org/resource/Egisto_Macchi,Egisto Macchi,NPP
