"id","question","sparql","answer","frame"
"33","Qual era la scheda di Metainfo Luogo 139195?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/139195.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"34","Qual è la scheda di Metainfo Luogo 139195?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/139195.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"35","Qual era la scheda di Metainfo Luogo 143478?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/143478.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"36","Qual è la scheda di Metainfo Luogo 143478?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/143478.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"37","Qual era la scheda di Metainfo Luogo 144618?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/144618.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"38","Qual è la scheda di Metainfo Luogo 144618?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/144618.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"39","Qual era la scheda di Metainfo Evento 122980?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122980.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"40","Qual è la scheda di Metainfo Evento 122980?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122980.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"41","Qual era la scheda di Metainfo Evento 122981?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122981.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"42","Qual è la scheda di Metainfo Evento 122981?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122981.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"43","Qual era la scheda di Metainfo Evento 122982?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122982.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"44","Qual è la scheda di Metainfo Evento 122982?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122982.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"45","Qual era la scheda di Metainfo Evento 122983?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122983.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"46","Qual è la scheda di Metainfo Evento 122983?","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122983.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"48","la scheda di Metainfo Luogo 138764","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/138764.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"49","la scheda di Metainfo Luogo 138761","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/138761.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"50","la scheda di Metainfo Luogo 139195","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/139195.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"51","la scheda di Metainfo Luogo 143478","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/143478.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"52","la scheda di Metainfo Luogo 144618","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/144618.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"53","la scheda di Metainfo Evento 122980","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122980.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"54","la scheda di Metainfo Evento 122981","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122981.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"55","la scheda di Metainfo Evento 122982","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122982.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
"56","la scheda di Metainfo Evento 122983","SELECT ?object WHERE {    <http://dati.beniculturali.it/mibact/eventi/resource/CulturalEvent/122983.rdf> <http://purl.org/dc/elements/1.1/source> ?object.}","DBUnico2.0","NPP"
